transcript,Free_Energy
PB2015.13419.4_28,-45.6
PB2015.13419.4_29,-28.3
PB2015.847.1_31,-42.9
PB2015.847.1_30,-40.5
PB2015.847.1_33,-41.5
PB2015.847.1_32,-41.8
PB2015.847.1_35,-34.9
PB2015.847.1_34,-41.9
PB2015.847.1_37,-40.3
PB2015.847.1_36,-38.6
PB2015.847.1_39,-34.0
PB2015.847.1_38,-40.6
PB2015.2225.3_10,-47.5
PB2015.2225.3_11,-43.5
PB2015.5984.1_9,-32.8
PB2015.5984.1_8,-40.4
PB2015.5984.1_3,-55.8
PB2015.5984.1_2,-61.7
PB2015.5984.1_1,-66.1
PB2015.5984.1_0,-71.1
PB2015.5984.1_7,-38.4
PB2015.5984.1_6,-41.1
PB2015.5984.1_5,-45.9
PB2015.5984.1_4,-47.3
PB2015.14883.12_44,-36.6
PB2015.14883.12_45,-37.8
PB2015.14883.12_42,-35.7
PB2015.14883.12_43,-33.7
PB2015.14883.12_40,-39.0
PB2015.14883.12_41,-35.8
PB2015.2197.4_9,-52.4
PB2015.2197.4_8,-60.7
PB2015.2197.4_3,-68.1
PB2015.2197.4_2,-72.6
PB2015.2197.4_1,-72.3
PB2015.2197.4_0,-68.9
PB2015.2197.4_7,-50.3
PB2015.2197.4_6,-57.1
PB2015.2197.4_5,-57.4
PB2015.2197.4_4,-64.9
PB2015.15838.2_170,-32.5
PB2015.15838.2_171,-34.2
PB2015.15838.2_172,-37.3
PB2015.15838.2_173,-30.7
PB2015.15838.2_174,-29.0
PB2015.15838.2_175,-35.1
PB2015.15838.2_176,-35.1
PB2015.15838.2_177,-31.7
PB2015.15838.2_178,-33.2
PB2015.15838.2_179,-34.3
PB2015.1402.1_5,-53.9
PB2015.3332.1_10,-20.7
PB2015.1402.1_6,-52.5
PB2015.1078.1_93,-37.3
PB2015.1078.1_92,-38.2
PB2015.1078.1_91,-32.8
PB2015.1078.1_90,-37.1
PB2015.16124.1_6,-47.5
PB2015.16124.1_7,-52.6
PB2015.16124.1_4,-41.9
PB2015.16124.1_5,-42.0
PB2015.16124.1_2,-53.6
PB2015.16124.1_3,-49.5
PB2015.16124.1_0,-51.9
PB2015.16124.1_1,-53.2
PB2015.16642.9_59,-48.8
PB2015.16642.9_58,-48.0
PB2015.16642.9_51,-30.4
PB2015.16642.9_50,-32.0
PB2015.16642.9_53,-46.8
PB2015.16642.9_52,-42.9
PB2015.16642.9_55,-58.3
PB2015.16642.9_54,-53.0
PB2015.16642.9_57,-60.3
PB2015.16642.9_56,-58.7
PB2015.14655.3_20,-28.6
PB2015.15838.2_87,-34.4
PB2015.15838.2_86,-34.4
PB2015.15838.2_85,-38.0
PB2015.15838.2_84,-43.4
PB2015.15838.2_83,-37.0
PB2015.15838.2_82,-36.8
PB2015.15838.2_81,-30.0
PB2015.9965.2_18,-34.3
PB2015.9965.2_17,-35.5
PB2015.9965.2_16,-33.6
PB2015.9965.2_15,-26.2
PB2015.9965.2_14,-24.1
PB2015.9965.2_13,-19.1
PB2015.9965.2_12,-19.7
PB2015.15838.2_89,-37.6
PB2015.15838.2_88,-41.0
PB2015.16181.1_9,-49.5
PB2015.16181.1_8,-51.8
PB2015.16181.1_5,-59.7
PB2015.16181.1_4,-60.7
PB2015.16181.1_7,-61.5
PB2015.16181.1_6,-54.3
PB2015.16181.1_1,-65.1
PB2015.16181.1_0,-68.0
PB2015.16181.1_3,-68.2
PB2015.16181.1_2,-63.0
PB2015.2673.1_26,-44.0
PB2015.2673.1_27,-45.1
PB2015.2673.1_24,-35.7
PB2015.2673.1_25,-37.4
PB2015.2673.1_22,-31.8
PB2015.2673.1_23,-34.0
PB2015.2673.1_20,-33.9
PB2015.2673.1_21,-36.5
PB2015.2673.1_28,-42.9
PB2015.2673.1_29,-46.4
PB2015.1733.3_15,-41.1
PB2015.1733.3_14,-44.4
PB2015.1733.3_17,-49.0
PB2015.1733.3_16,-43.0
PB2015.1733.3_11,-35.0
PB2015.1733.3_10,-38.3
PB2015.1733.3_13,-43.3
PB2015.1733.3_12,-39.6
PB2015.1733.3_19,-58.0
PB2015.1733.3_18,-53.1
PB2015.6294.2_1,-44.9
PB2015.6294.2_0,-40.6
PB2015.6294.2_2,-45.7
PB2015.2766.7_307,-23.3
PB2015.2766.7_306,-25.2
PB2015.2766.7_305,-29.4
PB2015.2766.7_304,-36.2
PB2015.2766.7_303,-39.2
PB2015.2766.7_302,-39.1
PB2015.2766.7_301,-42.7
PB2015.2766.7_300,-41.4
PB2015.2766.7_309,-8.7
PB2015.2766.7_308,-13.6
PB2015.763.3_8,-63.5
PB2015.763.3_9,-64.7
PB2015.1053.3_4,-41.1
PB2015.1053.3_5,-46.6
PB2015.1053.3_6,-47.8
PB2015.1053.3_7,-50.0
PB2015.1053.3_0,-74.2
PB2015.1053.3_1,-59.0
PB2015.1053.3_2,-48.7
PB2015.1053.3_3,-42.9
PB2015.1053.3_8,-55.7
PB2015.1053.3_9,-51.6
PB2015.2695.3_133,-45.5
PB2015.2695.3_132,-42.0
PB2015.2695.3_131,-45.0
PB2015.2695.3_130,-46.0
PB2015.2695.3_137,-49.4
PB2015.2695.3_136,-43.9
PB2015.2695.3_135,-44.0
PB2015.2695.3_134,-45.3
PB2015.2695.3_139,-44.2
PB2015.2695.3_138,-46.2
PB2015.9436.2_2,-55.3
PB2015.8460.1_52,-37.6
PB2015.8460.1_51,-35.5
PB2015.8460.1_50,-33.8
PB2015.292.3_20,-30.2
PB2015.4999.3_18,-52.0
PB2015.4999.3_19,-49.9
PB2015.4999.3_12,-43.1
PB2015.4999.3_13,-54.6
PB2015.4999.3_10,-54.9
PB2015.4999.3_11,-52.6
PB2015.4999.3_16,-55.9
PB2015.4999.3_17,-58.5
PB2015.4999.3_14,-56.9
PB2015.4999.3_15,-60.3
PB2015.6521.4_4,-40.3
PB2015.6521.4_5,-48.0
PB2015.6521.4_6,-46.6
PB2015.6521.4_7,-52.7
PB2015.6521.4_0,-38.7
PB2015.6521.4_1,-46.4
PB2015.6521.4_2,-38.8
PB2015.6521.4_3,-38.6
PB2015.6521.4_8,-48.0
PB2015.6521.4_9,-41.7
PB2015.856.19_20,-16.5
PB2015.2955.2_34,-27.0
PB2015.2955.2_31,-37.6
PB2015.1182.1_1,-53.0
PB2015.1182.1_0,-57.9
PB2015.1182.1_2,-49.4
PB2015.2955.2_33,-31.1
PB2015.6665.1_49,-60.7
PB2015.6665.1_48,-56.0
PB2015.6665.1_47,-59.2
PB2015.6665.1_46,-57.3
PB2015.6665.1_45,-53.1
PB2015.6665.1_44,-61.1
PB2015.6665.1_43,-67.4
PB2015.6665.1_42,-66.1
PB2015.6665.1_41,-60.1
PB2015.6665.1_40,-62.2
PB2015.6090.2_13,-35.8
PB2015.6090.2_12,-41.9
PB2015.6090.2_11,-38.2
PB2015.6090.2_10,-35.2
PB2015.13953.3_1,-43.7
PB2015.13953.3_0,-39.6
PB2015.13953.3_2,-39.8
PB2015.15180.1_31,-33.8
PB2015.15180.1_30,-46.6
PB2015.7173.1_3,-30.0
PB2015.7173.1_2,-38.5
PB2015.7173.1_1,-47.4
PB2015.7173.1_0,-45.3
PB2015.7173.1_7,-34.5
PB2015.7173.1_6,-40.7
PB2015.7173.1_5,-33.4
PB2015.7173.1_4,-34.7
PB2015.7173.1_9,-46.7
PB2015.7173.1_8,-41.8
PB2015.10866.4_10,-64.6
PB2015.10866.4_11,-59.4
PB2015.7828.1_0,-33.2
PB2015.7828.1_1,-31.2
PB2015.10866.4_14,-61.6
PB2015.10866.4_15,-55.8
PB2015.7828.1_4,-31.8
PB2015.7828.1_5,-33.3
PB2015.10866.4_18,-78.2
PB2015.10866.4_19,-71.0
PB2015.7828.1_8,-29.2
PB2015.7828.1_9,-23.8
PB2015.13877.1_34,-46.4
PB2015.13877.1_35,-33.1
PB2015.13877.1_36,-30.9
PB2015.13877.1_37,-27.7
PB2015.13877.1_30,-66.0
PB2015.13877.1_31,-63.3
PB2015.13877.1_32,-59.2
PB2015.13877.1_33,-56.5
PB2015.13877.1_38,-23.0
PB2015.13877.1_39,-20.5
PB2015.15584.9_28,-35.8
PB2015.15584.9_29,-33.4
PB2015.15584.9_20,-46.6
PB2015.15584.9_21,-58.6
PB2015.15584.9_22,-58.6
PB2015.15584.9_23,-58.5
PB2015.15584.9_24,-47.9
PB2015.15584.9_25,-47.9
PB2015.15584.9_26,-41.3
PB2015.15584.9_27,-35.5
PB2015.1279.3_21,-21.7
PB2015.13079.1_20,-40.4
PB2015.1279.3_20,-19.5
PB2015.1279.3_22,-16.7
PB2015.9914.4_1,-57.3
PB2015.9914.4_0,-60.5
PB2015.9914.4_3,-36.3
PB2015.9914.4_2,-46.1
PB2015.2766.7_149,-28.4
PB2015.2766.7_148,-37.6
PB2015.8808.2_38,-29.7
PB2015.8808.2_39,-28.6
PB2015.8808.2_32,-29.8
PB2015.8808.2_33,-33.3
PB2015.8808.2_30,-41.8
PB2015.8808.2_31,-35.1
PB2015.2766.7_145,-33.9
PB2015.8808.2_37,-23.3
PB2015.2766.7_147,-37.4
PB2015.8808.2_35,-26.3
PB2015.500.6_32,-22.5
PB2015.500.6_33,-22.1
PB2015.500.6_30,-26.3
PB2015.500.6_31,-25.9
PB2015.3361.1_0,-30.1
PB2015.3361.1_1,-28.0
PB2015.3361.1_2,-27.4
PB2015.3361.1_3,-22.4
PB2015.3361.1_4,-22.9
PB2015.13258.2_22,-35.4
PB2015.13258.2_21,-28.0
PB2015.13258.2_20,-30.2
PB2015.8525.8_52,-29.9
PB2015.15524.1_7,-76.8
PB2015.15524.1_6,-68.2
PB2015.15524.1_5,-75.0
PB2015.15524.1_4,-65.5
PB2015.15524.1_3,-77.7
PB2015.15524.1_2,-81.8
PB2015.4074.5_58,-49.1
PB2015.15524.1_0,-79.9
PB2015.4074.5_56,-45.3
PB2015.4074.5_57,-51.8
PB2015.4074.5_54,-42.7
PB2015.4074.5_55,-45.0
PB2015.4074.5_52,-36.5
PB2015.4074.5_53,-41.6
PB2015.4074.5_50,-21.2
PB2015.15524.1_8,-83.2
PB2015.860.2_13,-47.4
PB2015.1078.1_22,-64.2
PB2015.1078.1_23,-59.7
PB2015.1078.1_20,-53.7
PB2015.1078.1_21,-56.7
PB2015.13300.4_0,-38.5
PB2015.3282.2_19,-32.8
PB2015.1078.1_27,-58.6
PB2015.8551.1_1,-23.6
PB2015.13300.4_2,-32.1
PB2015.13852.3_24,-50.1
PB2015.13852.3_25,-48.1
PB2015.13852.3_26,-56.9
PB2015.13852.3_27,-56.8
PB2015.13852.3_20,-54.7
PB2015.13852.3_21,-47.6
PB2015.13852.3_22,-43.9
PB2015.13852.3_23,-46.5
PB2015.8551.1_8,-19.5
PB2015.3282.2_10,-27.5
PB2015.4670.2_15,-29.3
PB2015.4670.2_14,-26.3
PB2015.4670.2_11,-30.0
PB2015.4670.2_10,-24.4
PB2015.4670.2_13,-26.8
PB2015.4670.2_12,-30.0
PB2015.3292.2_12,-37.9
PB2015.3292.2_13,-41.8
PB2015.3292.2_10,-38.5
PB2015.3292.2_11,-35.0
PB2015.13518.4_20,-67.7
PB2015.13518.4_21,-61.5
PB2015.13518.4_22,-69.7
PB2015.13518.4_23,-66.9
PB2015.13518.4_24,-59.8
PB2015.13518.4_25,-66.6
PB2015.24.2_61,-47.5
PB2015.24.2_60,-43.4
PB2015.24.2_63,-47.3
PB2015.24.2_62,-47.3
PB2015.24.2_65,-56.2
PB2015.24.2_64,-49.9
PB2015.24.2_67,-47.5
PB2015.24.2_66,-52.7
PB2015.24.2_69,-47.8
PB2015.24.2_68,-46.4
PB2015.543.1_32,-44.0
PB2015.543.1_33,-45.2
PB2015.543.1_30,-40.8
PB2015.543.1_31,-39.6
PB2015.543.1_36,-46.6
PB2015.543.1_37,-51.3
PB2015.543.1_34,-46.6
PB2015.543.1_35,-45.5
PB2015.543.1_38,-49.3
PB2015.543.1_39,-48.0
PB2015.15857.2_7,-56.0
PB2015.10361.2_9,-51.8
PB2015.9795.3_5,-41.9
PB2015.9795.3_4,-39.9
PB2015.9795.3_7,-39.2
PB2015.9795.3_6,-41.3
PB2015.9795.3_1,-35.1
PB2015.9795.3_0,-31.3
PB2015.9795.3_3,-39.3
PB2015.9795.3_2,-35.5
PB2015.15857.2_8,-56.2
PB2015.9795.3_8,-44.8
PB2015.6560.1_18,-49.1
PB2015.6560.1_19,-46.4
PB2015.6560.1_12,-23.3
PB2015.6560.1_13,-19.2
PB2015.6560.1_10,-51.9
PB2015.6560.1_11,-29.9
PB2015.6560.1_16,-30.1
PB2015.6560.1_17,-42.3
PB2015.6560.1_14,-16.4
PB2015.6560.1_15,-27.6
PB2015.12298.2_13,-65.0
PB2015.12298.2_12,-59.3
PB2015.12298.2_11,-50.0
PB2015.12298.2_10,-41.0
PB2015.12298.2_17,-49.6
PB2015.12298.2_16,-53.3
PB2015.9479.3_18,-57.1
PB2015.12298.2_14,-63.7
PB2015.9479.3_16,-51.3
PB2015.9479.3_17,-52.6
PB2015.12298.2_19,-39.8
PB2015.9479.3_15,-48.1
PB2015.9479.3_12,-46.2
PB2015.9479.3_13,-50.6
PB2015.9479.3_10,-44.4
PB2015.9479.3_11,-42.6
PB2015.3616.1_11,-62.7
PB2015.12392.2_28,-13.9
PB2015.12392.2_27,-18.8
PB2015.12392.2_26,-23.7
PB2015.12392.2_25,-21.4
PB2015.12392.2_24,-17.7
PB2015.12392.2_23,-21.3
PB2015.12392.2_22,-22.1
PB2015.12392.2_21,-20.8
PB2015.12392.2_20,-18.5
PB2015.7430.2_3,-36.8
PB2015.6560.1_58,-93.6
PB2015.7430.2_6,-39.2
PB2015.13618.26_0,-62.9
PB2015.13618.26_3,-57.2
PB2015.50.1_0,-57.6
PB2015.50.1_1,-59.6
PB2015.50.1_2,-60.7
PB2015.50.1_3,-60.4
PB2015.50.1_4,-62.1
PB2015.50.1_5,-58.2
PB2015.12543.4_178,-52.5
PB2015.12543.4_179,-52.6
PB2015.12543.4_170,-42.8
PB2015.12543.4_171,-46.2
PB2015.12543.4_172,-47.2
PB2015.12543.4_173,-51.7
PB2015.12543.4_174,-51.6
PB2015.12543.4_175,-59.8
PB2015.12543.4_176,-64.0
PB2015.12543.4_177,-58.8
PB2015.15533.5_15,-42.6
PB2015.15533.5_14,-43.0
PB2015.15533.5_13,-40.3
PB2015.15533.5_12,-40.8
PB2015.15533.5_11,-42.1
PB2015.15533.5_10,-42.9
PB2015.659.2_62,-32.5
PB2015.659.2_63,-22.6
PB2015.659.2_60,-31.7
PB2015.659.2_61,-30.3
PB2015.10120.1_8,-40.0
PB2015.10120.1_9,-35.6
PB2015.10120.1_0,-45.7
PB2015.10120.1_1,-44.0
PB2015.10120.1_2,-44.3
PB2015.10120.1_3,-50.4
PB2015.10120.1_4,-42.5
PB2015.10120.1_5,-37.7
PB2015.10120.1_6,-39.4
PB2015.10120.1_7,-36.5
PB2015.13568.1_9,-48.8
PB2015.16523.2_33,-33.7
PB2015.16523.2_30,-46.5
PB2015.16523.2_31,-41.7
PB2015.16523.2_36,-35.8
PB2015.16523.2_37,-41.6
PB2015.16523.2_34,-39.0
PB2015.16523.2_35,-34.5
PB2015.13568.1_1,-47.0
PB2015.13568.1_0,-53.7
PB2015.16523.2_38,-47.2
PB2015.13568.1_2,-53.1
PB2015.13568.1_5,-39.7
PB2015.13568.1_4,-53.0
PB2015.13568.1_7,-57.1
PB2015.13568.1_6,-48.4
PB2015.42.1_6,-65.7
PB2015.15561.2_9,-39.1
PB2015.15561.2_8,-39.0
PB2015.15561.2_5,-39.9
PB2015.15561.2_4,-25.5
PB2015.15561.2_7,-38.1
PB2015.15561.2_6,-40.0
PB2015.15561.2_1,-15.0
PB2015.15561.2_0,-13.6
PB2015.15561.2_3,-20.1
PB2015.15561.2_2,-18.4
PB2015.16679.1_3,-19.4
PB2015.16679.1_2,-19.3
PB2015.16679.1_1,-20.0
PB2015.16679.1_0,-23.9
PB2015.16679.1_7,-20.2
PB2015.16679.1_6,-18.2
PB2015.16679.1_5,-20.3
PB2015.16679.1_4,-20.3
PB2015.16679.1_9,-19.9
PB2015.16679.1_8,-23.7
PB2015.8449.3_4,-73.9
PB2015.8449.3_2,-67.8
PB2015.8449.3_3,-72.0
PB2015.8449.3_0,-65.5
PB2015.8449.3_1,-65.9
PB2015.2942.6_20,-50.0
PB2015.6035.2_4,-37.2
PB2015.6035.2_5,-37.9
PB2015.6035.2_6,-34.8
PB2015.6035.2_7,-36.1
PB2015.6035.2_0,-49.4
PB2015.6035.2_1,-40.9
PB2015.6035.2_2,-39.3
PB2015.6035.2_3,-44.9
PB2015.6035.2_8,-41.7
PB2015.6035.2_9,-51.4
PB2015.14104.11_4,-75.9
PB2015.14104.11_5,-73.2
PB2015.14104.11_0,-65.2
PB2015.14104.11_1,-64.2
PB2015.14104.11_2,-67.0
PB2015.14104.11_3,-67.2
PB2015.6981.1_19,-27.9
PB2015.6981.1_18,-31.0
PB2015.6981.1_17,-42.3
PB2015.6981.1_16,-50.2
PB2015.6981.1_15,-54.3
PB2015.6981.1_14,-44.2
PB2015.6981.1_13,-42.5
PB2015.6981.1_12,-40.7
PB2015.6981.1_11,-37.9
PB2015.6981.1_10,-39.1
PB2015.6167.1_17,-64.6
PB2015.6167.1_16,-55.9
PB2015.6167.1_15,-55.2
PB2015.6167.1_14,-49.8
PB2015.6167.1_13,-47.0
PB2015.6167.1_12,-45.1
PB2015.6167.1_11,-52.1
PB2015.6167.1_10,-51.5
PB2015.13629.1_19,-37.4
PB2015.13629.1_18,-44.4
PB2015.13629.1_13,-37.2
PB2015.13629.1_12,-42.8
PB2015.13629.1_11,-45.6
PB2015.13629.1_10,-42.5
PB2015.13629.1_17,-44.3
PB2015.13629.1_16,-44.7
PB2015.13629.1_15,-43.5
PB2015.13629.1_14,-35.8
PB2015.13528.1_20,-31.3
PB2015.11613.1_8,-22.3
PB2015.11613.1_2,-48.6
PB2015.11613.1_3,-50.4
PB2015.11613.1_0,-61.1
PB2015.11613.1_1,-51.7
PB2015.11613.1_6,-45.5
PB2015.11613.1_7,-30.8
PB2015.11613.1_4,-46.6
PB2015.11613.1_5,-41.9
PB2015.1225.3_37,-2.4
PB2015.1225.3_36,-8.7
PB2015.1225.3_35,-8.7
PB2015.1225.3_34,-21.6
PB2015.1225.3_33,-30.5
PB2015.1225.3_32,-30.5
PB2015.1225.3_31,-30.5
PB2015.1225.3_30,-30.6
PB2015.1225.3_39,-17.3
PB2015.1225.3_38,-7.9
PB2015.2930.3_6,-56.5
PB2015.12208.2_0,-47.3
PB2015.12208.2_1,-41.8
PB2015.12208.2_2,-42.8
PB2015.12208.2_3,-45.0
PB2015.12208.2_4,-37.3
PB2015.12208.2_5,-42.6
PB2015.12208.2_6,-38.9
PB2015.12208.2_7,-40.2
PB2015.12208.2_8,-48.7
PB2015.12208.2_9,-49.5
PB2015.14136.2_6,-42.6
PB2015.14136.2_7,-43.6
PB2015.14136.2_4,-50.2
PB2015.14136.2_5,-42.6
PB2015.14136.2_2,-63.6
PB2015.14136.2_3,-58.2
PB2015.14136.2_0,-68.0
PB2015.14136.2_1,-64.1
PB2015.14136.2_8,-41.7
PB2015.14136.2_9,-39.2
PB2015.14658.6_24,-32.5
PB2015.14658.6_25,-35.6
PB2015.14658.6_26,-37.5
PB2015.14658.6_27,-37.3
PB2015.14658.6_20,-31.1
PB2015.14658.6_21,-30.0
PB2015.14658.6_22,-28.2
PB2015.14658.6_23,-26.1
PB2015.14658.6_28,-35.8
PB2015.14658.6_29,-39.5
PB2015.15531.4_78,-25.8
PB2015.15531.4_79,-33.5
PB2015.14898.1_8,-56.5
PB2015.14898.1_9,-45.9
PB2015.15531.4_70,-16.2
PB2015.15531.4_71,-16.9
PB2015.15531.4_72,-22.2
PB2015.14898.1_7,-41.7
PB2015.15531.4_74,-27.4
PB2015.14898.1_1,-44.1
PB2015.14898.1_2,-45.1
PB2015.14898.1_3,-48.5
PB2015.2592.1_10,-37.0
PB2015.7175.1_20,-66.0
PB2015.7175.1_21,-52.2
PB2015.2827.4_2,-59.5
PB2015.2827.4_1,-66.0
PB2015.2827.4_0,-55.0
PB2015.9908.2_4,-57.4
PB2015.9908.2_5,-59.7
PB2015.5194.1_14,-28.1
PB2015.9908.2_7,-58.4
PB2015.9908.2_0,-59.2
PB2015.9908.2_1,-61.6
PB2015.5194.1_10,-29.0
PB2015.5194.1_11,-26.0
PB2015.12543.4_130,-43.3
PB2015.9908.2_9,-50.0
PB2015.5194.1_18,-35.1
PB2015.5194.1_19,-38.5
PB2015.14672.3_67,-69.1
PB2015.14672.3_66,-71.2
PB2015.14672.3_65,-72.7
PB2015.11725.13_0,-22.3
PB2015.11725.13_1,-24.3
PB2015.11725.13_2,-33.2
PB2015.2604.1_2,-51.7
PB2015.11725.13_4,-31.9
PB2015.11725.13_5,-34.5
PB2015.11725.13_6,-37.8
PB2015.11725.13_7,-32.6
PB2015.11725.13_8,-33.3
PB2015.11725.13_9,-31.5
PB2015.2604.1_4,-52.2
PB2015.2604.1_7,-55.6
PB2015.14672.3_60,-77.9
PB2015.6225.1_6,-62.4
PB2015.6225.1_7,-58.5
PB2015.6225.1_4,-55.7
PB2015.6225.1_5,-56.5
PB2015.6225.1_2,-68.5
PB2015.6225.1_3,-54.1
PB2015.6225.1_0,-74.3
PB2015.6225.1_1,-69.7
PB2015.6225.1_8,-57.2
PB2015.6225.1_9,-50.3
PB2015.11794.1_118,-24.1
PB2015.11794.1_119,-24.1
PB2015.11794.1_110,-11.9
PB2015.15838.2_14,-12.0
PB2015.11794.1_112,-9.7
PB2015.11794.1_113,-15.1
PB2015.11794.1_114,-22.6
PB2015.11794.1_115,-21.4
PB2015.11794.1_116,-23.0
PB2015.11794.1_117,-22.2
PB2015.14027.2_5,-43.7
PB2015.14027.2_4,-41.4
PB2015.14027.2_7,-44.6
PB2015.14027.2_6,-44.3
PB2015.14027.2_1,-35.6
PB2015.2176.1_3,-49.0
PB2015.14027.2_3,-40.3
PB2015.14027.2_2,-38.4
PB2015.2176.1_2,-49.1
PB2015.14027.2_9,-38.1
PB2015.14027.2_8,-43.1
PB2015.7324.1_24,-38.4
PB2015.7324.1_25,-32.8
PB2015.7324.1_26,-34.6
PB2015.7324.1_27,-31.6
PB2015.7324.1_20,-46.0
PB2015.7324.1_21,-40.4
PB2015.7324.1_22,-39.7
PB2015.7324.1_23,-36.4
PB2015.7324.1_28,-39.8
PB2015.7324.1_29,-46.2
PB2015.2486.1_1,-50.3
PB2015.2486.1_0,-53.9
PB2015.2486.1_3,-48.4
PB2015.2486.1_2,-45.9
PB2015.2486.1_5,-51.4
PB2015.2486.1_4,-44.6
PB2015.2486.1_6,-48.1
PB2015.6205.1_18,-28.3
PB2015.6205.1_12,-37.2
PB2015.10870.1_19,-24.6
PB2015.2942.6_3,-41.7
PB2015.2942.6_2,-35.8
PB2015.2942.6_1,-38.2
PB2015.2942.6_0,-39.1
PB2015.2942.6_7,-50.2
PB2015.2942.6_6,-52.5
PB2015.2942.6_5,-51.4
PB2015.2942.6_4,-43.9
PB2015.2942.6_9,-51.9
PB2015.2942.6_8,-48.4
PB2015.11821.5_22,-44.1
PB2015.11821.5_23,-50.0
PB2015.11821.5_20,-46.7
PB2015.11821.5_21,-47.3
PB2015.11821.5_26,-36.5
PB2015.11821.5_27,-34.4
PB2015.11821.5_24,-42.9
PB2015.11821.5_25,-39.1
PB2015.11821.5_28,-28.3
PB2015.11821.5_29,-26.7
PB2015.5241.12_8,-38.0
PB2015.5241.12_9,-40.5
PB2015.5241.12_2,-37.3
PB2015.5241.12_3,-41.8
PB2015.5241.12_0,-37.2
PB2015.5241.12_1,-37.5
PB2015.5241.12_6,-38.0
PB2015.5241.12_7,-37.6
PB2015.5241.12_4,-34.1
PB2015.5241.12_5,-37.5
PB2015.8553.1_14,-36.3
PB2015.8553.1_12,-21.1
PB2015.8553.1_13,-28.9
PB2015.8553.1_10,-17.5
PB2015.8553.1_11,-12.9
PB2015.1445.1_17,-20.6
PB2015.1445.1_16,-21.4
PB2015.1445.1_19,-13.2
PB2015.1445.1_18,-13.9
PB2015.5375.2_8,-55.9
PB2015.5375.2_9,-54.8
PB2015.5375.2_6,-71.1
PB2015.5375.2_7,-69.0
PB2015.5375.2_4,-57.0
PB2015.5375.2_5,-69.0
PB2015.5375.2_2,-53.1
PB2015.5375.2_3,-56.5
PB2015.5375.2_0,-53.3
PB2015.5375.2_1,-51.8
PB2015.1094.13_7,-61.8
PB2015.1094.13_6,-55.2
PB2015.1094.13_5,-51.5
PB2015.1094.13_4,-52.4
PB2015.1094.13_3,-46.1
PB2015.1094.13_2,-47.8
PB2015.1094.13_1,-50.1
PB2015.1094.13_0,-54.6
PB2015.1094.13_9,-59.6
PB2015.1094.13_8,-64.9
PB2015.1042.4_19,-54.9
PB2015.1042.4_18,-47.9
PB2015.1042.4_15,-46.1
PB2015.1042.4_14,-44.7
PB2015.1042.4_17,-44.5
PB2015.1042.4_16,-40.2
PB2015.1042.4_11,-42.5
PB2015.1042.4_10,-41.8
PB2015.1042.4_13,-37.5
PB2015.1042.4_12,-37.9
PB2015.6572.2_10,-29.3
PB2015.6572.2_11,-21.9
PB2015.6572.2_12,-19.6
PB2015.6572.2_13,-19.6
PB2015.8603.7_8,-54.5
PB2015.8603.7_9,-58.9
PB2015.8603.7_6,-48.8
PB2015.8603.7_7,-51.4
PB2015.8603.7_4,-36.1
PB2015.8603.7_5,-39.3
PB2015.8603.7_2,-42.0
PB2015.8603.7_3,-37.0
PB2015.8603.7_0,-47.4
PB2015.8603.7_1,-49.2
PB2015.13099.2_31,-57.5
PB2015.13099.2_30,-62.8
