transcript,hippuristanol_CDS_max,hippuristanol_CDS_average,hippuristanol_CDS_std,hippuristanol_CDS_gini
PB2015.4997.2,2.631,0.3064290633608843,0.4600427539021909,0.710127465921
PB2015.781.5,1.50033333333,0.2885522935779913,0.2900779581098479,0.537739448592
PB2015.13033.8,2.09233333333,0.2657131979695825,0.38927561666646104,0.692101359409
PB2015.13033.6,2.116,0.2630063451776523,0.3858438603766288,0.692110693678
PB2015.13033.7,2.22433333333,0.2696708914237152,0.39467865385336903,0.689822806476
PB2015.13033.4,2.256,0.27482910321485027,0.4044687154125619,0.692864484719
PB2015.13033.3,2.40566666667,0.2849746514574905,0.4190156619668733,0.691131374425
PB2015.13033.1,2.33833333333,0.2992247570765606,0.43580934316760994,0.689176851657
PB2015.529.1,1.34033333333,0.316467081389322,0.2868619328689941,0.494960684369
PB2015.3004.8,1.90233333333,0.3059423076922566,0.40368360055587627,0.659778416944
PB2015.3004.9,1.78033333333,0.28684249084249014,0.3784562622920213,0.659662595348
PB2015.3004.6,2.02633333333,0.32690934065931865,0.43213182190173743,0.660835958725
PB2015.11525.1,1.95666666667,0.2839768586903785,0.364060742839427,0.638042508393
PB2015.3004.4,1.90766666667,0.30929212454201377,0.40779148523773195,0.659857212517
PB2015.394.1,1.66066666667,0.320224685883235,0.32488129129509496,0.545957477706
PB2015.3004.2,2.17266666667,0.34365520534867144,0.46599719532580824,0.670701292797
PB2015.3004.3,2.14,0.34508333333338026,0.45640954843267345,0.660879322386
PB2015.3881.1,1.70433333333,0.35287037037033797,0.297727650578908,0.464366516308
PB2015.13120.3,2.53833333333,0.23319907027615097,0.38362931389731025,0.729074427918
PB2015.13120.1,2.412,0.23845469522238325,0.34398185966152084,0.675228020899
PB2015.10375.2,1.74366666667,0.4318543799772597,0.3967630909666269,0.507109189842
PB2015.10375.3,1.85233333333,0.45720932878281095,0.4205456792722501,0.507459133212
PB2015.6229.10,1.71833333333,0.39035924006906947,0.348741485873081,0.491140961139
PB2015.10375.5,1.748,0.43305915813422663,0.3978106813252534,0.507049087595
PB2015.2037.2,2.74966666667,0.23605010893245423,0.4241592680057674,0.772173869348
PB2015.6042.1,1.42866666667,0.19877383437711774,0.2765278933969793,0.672456140779
PB2015.9898.1,2.22433333333,0.24896812749001715,0.3440656400058215,0.661815091015
PB2015.15928.1,1.92333333333,0.28923087793668906,0.3309175734595951,0.590241638499
PB2015.12624.1,1.31933333333,0.15797601918468754,0.2518552709311067,0.737476422408
PB2015.13411.1,2.35033333333,0.18227693420097182,0.33499457869025245,0.775060720601
PB2015.13411.6,2.25533333333,0.1748170643528373,0.3212791731478127,0.775043879745
PB2015.1930.1,1.87433333333,0.27791818181816363,0.33794232947832653,0.624550908813
PB2015.1930.2,1.75266666667,0.25881742424243864,0.31388535311238863,0.623165181802
PB2015.15928.6,1.93133333333,0.29031213566505365,0.3309376310117253,0.587961568115
PB2015.13842.2,1.574,0.44668681318687803,0.3747876845729073,0.46625325464
PB2015.13842.3,1.47366666667,0.44427664399093675,0.36013873276736036,0.452563479992
PB2015.13842.1,1.92566666667,0.4501487758945805,0.4610329743932529,0.553528041523
PB2015.16480.1,1.81866666667,0.2966772767462636,0.3547140422354115,0.60929035405
PB2015.13557.16,1.55733333333,0.28597972972973074,0.28977318516097955,0.542154534268
PB2015.9581.2,2.98666666667,0.3696576576577027,0.658257110362261,0.771139876472
PB2015.2264.5,1.58233333333,0.3716926632004752,0.3207138153190424,0.478309694652
PB2015.14933.1,1.779,0.19858842285995587,0.2914971430846198,0.696665544571
PB2015.8427.2,1.601,0.2960997631734954,0.30634813626649665,0.551768808501
PB2015.6214.2,1.29833333333,0.2807467948718132,0.30636495311689615,0.580805667317
PB2015.2232.1,1.188,0.31259952038368777,0.3029940078495377,0.530184600804
PB2015.15641.10,1.571,0.40298794142979205,0.3616369883842606,0.498828856239
PB2015.4419.3,2.076,0.10205181558545408,0.2693254563709814,0.881382484484
PB2015.4419.2,2.011,0.10177268976896534,0.2640577445786095,0.877889402509
PB2015.13557.12,1.554,0.2813502914679582,0.287498145081925,0.545775647368
PB2015.14055.1,1.94933333333,0.364646108663723,0.38047938294131806,0.55614630399
PB2015.2370.1,2.00533333333,0.15218553459119058,0.31616700029541234,0.820629302497
PB2015.10871.1,1.54566666667,0.21918886804249435,0.2798751243639521,0.644347701806
PB2015.10871.2,1.679,0.22806128830517353,0.2961763499420617,0.650692252488
PB2015.9148.5,2.88833333333,0.1945370879120934,0.3958862600025781,0.801523958425
PB2015.9148.4,3.002,0.20142078754579262,0.41017693308627795,0.801594263176
PB2015.9148.7,4.83933333333,0.3233310439560367,0.6598148176222871,0.802144575161
PB2015.12131.1,1.81,0.2252802721088845,0.3544325839915614,0.726306984103
PB2015.8184.3,2.556,0.10931835535976363,0.28083020281011584,0.860244478131
PB2015.11184.2,3.10266666667,0.1593573891428553,0.3213114916441186,0.807437360776
PB2015.11251.4,1.738,0.18615963203463637,0.282083164273721,0.711071629309
PB2015.7193.18,1.64366666667,0.2173225123500822,0.2897112816509376,0.660923603657
PB2015.13568.13,1.88633333333,0.30081295238094063,0.32814351070278924,0.573395294529
PB2015.13568.11,1.88266666667,0.3079627638391028,0.32582138686556833,0.558901965177
PB2015.13568.10,1.86933333333,0.3052778109452203,0.3231968271652868,0.559343329934
PB2015.13568.14,1.85733333333,0.305494476190437,0.32215604372595885,0.558010750231
PB2015.2442.3,1.50333333333,0.20277542621987024,0.2650019986829364,0.643017072636
PB2015.16169.1,1.72666666667,0.29985354097141004,0.32061186895696486,0.559895080476
PB2015.13568.19,1.85866666667,0.30297074626864967,0.3207897818187709,0.559034623758
PB2015.2442.6,1.61933333333,0.20116201859224314,0.25730407107904196,0.63342606468
PB2015.2442.4,1.468,0.190463768116,0.24599005978047914,0.635695582691
PB2015.3542.5,1.50033333333,0.25449307666331034,0.2942764294760382,0.602152783076
PB2015.3542.4,1.533,0.2605515028706475,0.3011774740880095,0.602029848069
PB2015.3542.7,1.54833333333,0.26437419790613925,0.30498308550772435,0.601213161533
PB2015.3542.6,1.52166666667,0.25832287449393193,0.2987644812435145,0.60225973668
PB2015.3542.3,1.482,0.2523991894630225,0.29157432174907205,0.601764936863
PB2015.8.1,1.71666666667,0.33556272084803507,0.30559865089053695,0.499128762866
PB2015.3542.9,1.49033333333,0.2539429246875817,0.2930571306524685,0.601341697815
PB2015.11644.1,1.89,0.26839178082189746,0.3378602484337874,0.633569174972
PB2015.13243.3,1.762,0.2195413333332747,0.29061352214666963,0.64552415811
PB2015.11644.3,1.75133333333,0.25257974831727587,0.31780686117554857,0.63220868098
PB2015.3897.2,1.347,0.34971661863595194,0.32534426221368523,0.512547408183
PB2015.3897.3,1.33033333333,0.3458972142171296,0.3216820037882634,0.512380180292
PB2015.3897.1,1.20433333333,0.31845629202688985,0.294766685543147,0.510222022754
PB2015.3897.4,1.273,0.3299241114313393,0.3072125716921294,0.512860561252
PB2015.5677.1,1.19233333333,0.4117866323907354,0.3120990510337913,0.43102404704
PB2015.5677.2,1.16833333333,0.39742844901459,0.30701032927450367,0.438754231421
PB2015.5677.3,1.414,0.3786455160744646,0.3169402893966242,0.472250330765
PB2015.5677.6,1.19266666667,0.4054061696658578,0.31328785720182684,0.438889441941
PB2015.311.6,1.87033333333,0.3697178649237981,0.39716146607033265,0.568247822148
PB2015.7497.2,1.31233333333,0.43896721311468284,0.3235548236070724,0.420311983757
PB2015.7497.1,1.34733333333,0.4484590163934207,0.33203487628126904,0.422106377998
PB2015.7497.6,1.51366666667,0.47271311475405825,0.36624796589709274,0.440293219698
PB2015.7497.7,1.45566666667,0.45263114754096967,0.3507947074706184,0.440278521189
PB2015.7497.4,1.351,0.4449426229506973,0.3312629134646027,0.424208174746
PB2015.7497.5,1.36,0.4474562841530508,0.33335952410994607,0.424457770336
PB2015.635.1,1.757,0.3075115789473495,0.3541183481348343,0.602223948567
PB2015.1856.1,1.808,0.23286583463332042,0.3060309357526774,0.652542670808
PB2015.13770.20,2.087,0.29910618651901355,0.37481054796464713,0.629617316832
PB2015.15096.2,1.84233333333,0.31567964693664313,0.3463957129736677,0.573417648216
PB2015.4786.2,1.89366666667,0.08776432291664843,0.2903861421573346,0.922212927744
PB2015.4786.3,1.837,0.08446223958336718,0.27987252548021213,0.922467980156
PB2015.8401.1,1.634,0.31131785714288535,0.30667770795981314,0.526164914642
PB2015.11900.6,4.46066666667,0.14483218785797533,0.3700600308084491,0.850400189125
PB2015.3317.1,3.247,0.21440789473683516,0.4104398379352214,0.769285292968
PB2015.11900.2,4.33566666667,0.1456540084388047,0.3671353238687747,0.846983403494
PB2015.3481.2,2.35666666667,0.3197173579109645,0.38960355470938374,0.615039236132
PB2015.15855.1,2.084,0.11122875816991175,0.24926659517314065,0.828253828415
PB2015.10369.2,1.421,0.36696006944443454,0.3396236787933925,0.508926652954
PB2015.12578.3,3.93466666667,0.39788962472410794,0.5728092511025713,0.671192736381
PB2015.15258.1,2.278,0.2598373101951583,0.4078188693774809,0.710821663458
PB2015.7881.1,1.57566666667,0.3330388533522979,0.3111830605473207,0.510846724013
PB2015.15067.1,2.346,0.17092309135245037,0.3291230356199062,0.792103033014
PB2015.862.8,1.712,0.38128414580589354,0.3182202972572004,0.46510231397
PB2015.12059.4,2.01166666667,0.24448086124398802,0.35056914199321887,0.680261974516
PB2015.862.4,1.71566666667,0.3855059366754758,0.3190268321804183,0.461781463945
PB2015.862.1,1.717,0.3854795918367322,0.3196302413034124,0.462534969357
PB2015.14374.3,2.443,0.3686794258372058,0.5088315516452399,0.673738200294
PB2015.14374.2,2.398,0.36202551834135877,0.49992125311595736,0.674109033743
PB2015.13571.3,2.074,0.28248402652206456,0.35576489601671424,0.632038474775
PB2015.13571.2,2.32733333333,0.3191793478261448,0.4006192316406461,0.630721132265
PB2015.13571.5,2.021,0.27562688366495186,0.3470327708551152,0.632035953843
PB2015.13571.4,1.99866666667,0.27362326702835493,0.3443076044278178,0.631737330595
PB2015.13571.6,2.148,0.29284207353832403,0.3688232926912632,0.632071598721
PB2015.6745.2,1.49,0.2706602852852312,0.3202387327138321,0.608433234841
PB2015.8409.4,2.36366666667,0.13569696969698164,0.29906800815653317,0.835069405801
PB2015.8409.2,3.21933333333,0.1862717524509384,0.40792767413221115,0.833057783931
PB2015.13551.4,1.38,0.3469780473714813,0.3207141521634241,0.510491702057
PB2015.7358.2,2.174,0.21751951951951118,0.3592503597637386,0.730651908777
PB2015.13551.2,1.36633333333,0.356038124678014,0.31142199813094595,0.485985236835
PB2015.6294.2,1.731,0.3957146614069629,0.35999347112475377,0.503193988754
PB2015.7358.1,2.04933333333,0.2058948948948335,0.3397639066707907,0.730235899304
PB2015.9903.1,1.75766666667,0.3645147679325049,0.3155738533339699,0.47555721942
PB2015.16625.2,3.67666666667,0.13668052668044492,0.4629340642388129,0.926129486949
PB2015.4999.2,2.54333333333,0.29989875835717095,0.3769727512790698,0.621173094524
PB2015.4999.3,2.394,0.2843103448275218,0.35630849023315403,0.619567511406
PB2015.4999.4,2.91833333333,0.34401528175749774,0.43251941388025367,0.621173756018
PB2015.11270.1,1.26666666667,0.17975583864119746,0.25952836089578113,0.693214433355
PB2015.1346.4,3.19966666667,0.5444219001610773,0.6530852549099647,0.607591711008
PB2015.11270.2,1.32066666667,0.18527813163480253,0.2678590891587678,0.693654739788
PB2015.1346.1,2.49,0.4265330112721386,0.5118871747962722,0.607391209326
PB2015.1346.2,2.67233333333,0.4807326892110125,0.5634002079810068,0.596620517796
PB2015.16525.1,1.82733333333,0.30656840077066405,0.32422400809917024,0.561550799308
PB2015.3495.7,1.72333333333,0.31032905434314006,0.3289725116227594,0.558077423022
PB2015.3495.1,1.69633333333,0.30901282051281165,0.32432593583638053,0.554184949137
PB2015.15926.1,1.832,0.19537650200264756,0.3049783872825176,0.713700526507
PB2015.5547.2,1.69633333333,0.35022610722610337,0.34902196149512416,0.533009874509
PB2015.7895.1,1.58333333333,0.37944864226679487,0.3193075935847532,0.46964560007
PB2015.14235.9,1.54033333333,0.24300704721628402,0.2808827136835704,0.603757066133
PB2015.14235.7,1.56133333333,0.25185482734315917,0.28869858256024866,0.600648895563
PB2015.14235.5,1.59433333333,0.2523009161380719,0.2914196205432389,0.603328825764
PB2015.14235.4,1.57233333333,0.24806736842102947,0.2876954410595843,0.60570283234
PB2015.14235.3,1.54666666667,0.2521282593376186,0.28759044577069276,0.598765053977
PB2015.14235.2,1.55233333333,0.2461670190274695,0.2838890228109428,0.602631396946
PB2015.13512.2,1.878,0.15663368513629156,0.33645100932202465,0.834465098719
PB2015.16090.1,1.61533333333,0.3651395348837268,0.30752732754675943,0.45989178918
PB2015.5789.3,1.92266666667,0.4014022708840168,0.34422609753415406,0.47060227897
PB2015.15988.1,2.31366666667,0.2621816037734821,0.4065639005463635,0.710111060758
PB2015.11213.8,1.702,0.2668498498498527,0.32344411816415225,0.616653593308
PB2015.8520.1,1.77533333333,0.4361213282247087,0.4005051633566522,0.503131983604
PB2015.11705.2,1.85733333333,0.27700607441149283,0.3301230520961594,0.610879562714
PB2015.9070.1,1.614,0.3934593023255161,0.36621182009968467,0.500936332162
PB2015.1030.1,2.53533333333,0.24740419580424436,0.37057108402011685,0.694763605813
PB2015.12266.1,2.155,0.15760589462704383,0.31310431237213837,0.800514697166
PB2015.1030.3,2.667,0.24306561679790858,0.3719465484308802,0.70018294707
PB2015.1030.5,2.542,0.2716831091181757,0.4027425001212383,0.685887017306
PB2015.1030.6,2.51533333333,0.2677286995515305,0.39733055557302793,0.686390136219
PB2015.6815.2,1.60466666667,0.4089050925925798,0.38292820378488607,0.51281779219
PB2015.2842.1,1.65366666667,0.29426931567327863,0.3090275337413684,0.558347311338
PB2015.4296.2,3.35166666667,0.314600950118695,0.4910313120790882,0.727119058382
PB2015.4296.3,3.331,0.312161520190018,0.48730607437350976,0.727222772679
PB2015.1020.2,1.49133333333,0.3790859649122537,0.3262044961550216,0.470167636057
PB2015.1020.3,1.49766666667,0.44908448540707746,0.3377164459723386,0.420835525797
PB2015.1020.1,1.47433333333,0.3925942684765833,0.3509739487584619,0.495415120865
PB2015.1020.4,1.54033333333,0.4014830508475076,0.34784187506934966,0.476898767199
PB2015.7969.4,1.842,0.32914996446332245,0.36979026886236005,0.592778562455
PB2015.7969.5,1.79233333333,0.29366090712736737,0.351081842666251,0.617777904506
PB2015.7969.6,1.55866666667,0.33591115849327347,0.37600914479389647,0.592267590688
PB2015.7969.7,1.41066666667,0.30776474769012246,0.33971593391141325,0.585707177984
PB2015.7969.1,1.85466666667,0.3313816631129684,0.36755664239484903,0.586844009355
PB2015.7962.12,2.21866666667,0.3702622950819346,0.3569245511429222,0.51847810092
PB2015.7962.11,2.21166666667,0.3711071645415991,0.3563962799894947,0.517022127156
PB2015.7969.8,1.461,0.3161009239516436,0.35068877534615395,0.588113830742
PB2015.7962.16,2.186,0.36364558509012224,0.35352180416285023,0.522920183276
PB2015.6024.1,2.241,0.5221541038525128,0.5024596833287677,0.529626818901
PB2015.7962.14,2.21533333333,0.3737256850346137,0.35768265430422314,0.516262977488
PB2015.6860.1,2.62266666667,0.20647251638929195,0.30098496757657706,0.6707898843
PB2015.4503.3,1.87366666667,0.29906043956051104,0.3927271676563008,0.653069728168
PB2015.16834.3,1.40133333333,0.23849027975345177,0.2729095985648325,0.590012637385
PB2015.16834.1,1.44066666667,0.24867946894260168,0.2831866007697761,0.588175226291
PB2015.1698.1,2.07166666667,0.16236271053663692,0.30284557668934103,0.78625076808
PB2015.14192.5,1.87833333333,0.31706672678088355,0.3220341642769661,0.542154348225
PB2015.13309.16,1.46633333333,0.3767598736176812,0.3101093867569752,0.459345013889
PB2015.315.10,2.041,0.37965300546445085,0.3887237393481491,0.5397291135
PB2015.11719.1,1.95433333333,0.16588888888888187,0.28365851373551243,0.753163588384
PB2015.13309.18,1.50533333333,0.3851432332807037,0.3188979209643449,0.461820526241
PB2015.7791.2,1.44033333333,0.33865717299578757,0.33159791112691767,0.532086522053
PB2015.7791.1,1.507,0.38897368421051315,0.34477737546852405,0.492812682118
PB2015.15384.1,3.01766666667,0.17778127984725645,0.47775662505676636,0.885564046681
PB2015.12759.1,2.24766666667,0.4777428571429943,0.5624643378366756,0.623131061312
PB2015.13198.2,2.727,0.265957333333304,0.42449000611383425,0.717509945343
PB2015.13198.3,2.616,0.2592702222222088,0.4123423523875165,0.716821912673
PB2015.13198.1,3.10133333333,0.30780355555564803,0.4888818318957753,0.716209592073
PB2015.15197.1,1.561,0.24354769076305316,0.32909624695582085,0.666622411252
PB2015.8804.6,1.674,0.22309454796414968,0.32723258262797056,0.703294857772
PB2015.9720.1,1.569,0.3870462207721915,0.3402251313026197,0.489488389476
PB2015.7799.1,1.502,0.3468476482617349,0.32028761619658686,0.506612684415
PB2015.394.2,1.50466666667,0.25929147640791783,0.2897521378586613,0.590862753819
PB2015.9055.1,1.47666666667,0.26552418645560866,0.30329829054962804,0.590878561171
PB2015.3410.1,3.083,0.30979705014750264,0.47673102863039074,0.718346161815
PB2015.7915.2,1.735,0.2877749165474129,0.3361216203202746,0.596878944976
PB2015.13882.1,1.89566666667,0.3174928385416922,0.3618399485770963,0.595718095772
PB2015.394.6,1.517,0.26753629976582205,0.2914163309258716,0.579334590771
PB2015.7777.1,1.91733333333,0.23587748522305318,0.32862494876787207,0.669546624218
PB2015.7031.3,1.65766666667,0.1730436187399596,0.2697478769935233,0.721330332871
PB2015.14886.2,2.47066666667,0.22167825494203872,0.3198650694030148,0.684370560986
PB2015.14886.1,2.473,0.2219877300613827,0.320276646967046,0.684311918738
PB2015.8489.2,1.436,0.37339979231567466,0.2941074930349132,0.434995409718
PB2015.10248.9,1.59766666667,0.40643809523813307,0.3395651045482311,0.455591756942
PB2015.8629.1,1.988,0.1786997578693051,0.2972872493349419,0.746387419896
PB2015.4673.1,1.76366666667,0.21314174454825469,0.29628427760980824,0.668625655233
PB2015.5505.1,1.74033333333,0.33649545454542634,0.32652313324631443,0.515313194215
PB2015.13610.1,1.827,0.23153122251530078,0.34626976442942936,0.698061880588
PB2015.6446.2,1.33666666667,0.36577559607293114,0.31165739683118715,0.477709600054
PB2015.6446.1,1.436,0.3737032723238817,0.3270140090138948,0.488216271668
PB2015.2816.1,1.40266666667,0.354389165284684,0.29183884393885023,0.461575456829
PB2015.12048.3,2.68,0.20324146981622795,0.3482706261032943,0.746664667982
PB2015.12190.1,2.32233333333,0.2649870045484249,0.4022179873394686,0.713668064957
PB2015.13670.1,1.85433333333,0.24605949137147776,0.3252724654061132,0.648445870554
PB2015.7507.5,1.71933333333,0.3241877394635799,0.317289861478447,0.524486027051
PB2015.7832.1,1.632,0.38774904942965666,0.3342251188240694,0.478614003602
PB2015.281.2,2.38366666667,0.23089761092146704,0.380439314223613,0.739875142825
PB2015.7832.4,1.67766666667,0.39337896070968925,0.34111876070137137,0.480932124176
PB2015.8998.1,4.205,0.28249339672459584,0.6744024736858857,0.859510393691
PB2015.7362.15,1.63866666667,0.3102759420290178,0.3121514892834059,0.541804666343
PB2015.2912.22,1.446,0.3642464878672088,0.30242342882751067,0.462701315968
PB2015.2912.23,1.454,0.3778781746031563,0.3037401085546555,0.449722456462
PB2015.13657.6,1.74333333333,0.4230222868217211,0.3478982713245923,0.461708371073
PB2015.2327.11,1.69866666667,0.3966721014492707,0.3666936917338857,0.50730435969
PB2015.695.1,4.98733333333,0.19447828863360153,0.6064923809491668,0.910707443066
PB2015.5378.1,2.05933333333,0.2741809425524489,0.3776005188975345,0.670649266791
PB2015.11422.1,4.46333333333,0.22255226337446876,0.5454485810218153,0.850705771643
PB2015.301.1,1.85466666667,0.3370377919320632,0.3347965107293327,0.535183999367
PB2015.12198.1,1.40066666667,0.19389823874759685,0.30648142409101764,0.73070222345
PB2015.16443.1,1.87533333333,0.3433691489361122,0.3394367003432191,0.531670270149
PB2015.4628.1,1.73133333333,0.296942271880838,0.31845012884777973,0.556976702714
PB2015.3036.9,1.49266666667,0.25815437158463794,0.30875114961698535,0.61652945949
PB2015.10265.1,1.62133333333,0.30618518518524424,0.3377354991268339,0.57377395778
PB2015.1765.1,2.10766666667,0.2710162257495308,0.35411491436564463,0.649168352328
PB2015.1765.2,1.99733333333,0.2543767195767246,0.3330899638889585,0.649490270873
PB2015.8082.1,1.70566666667,0.4238888888888703,0.3319810969785697,0.441524844722
PB2015.1765.6,1.925,0.24151013874063926,0.322149896904145,0.658473899647
PB2015.1765.8,1.988,0.2528010582010339,0.3313709320060704,0.649919549797
PB2015.12176.1,4.84366666667,0.3331516290727443,0.8522149454605247,0.879041602615
PB2015.10082.2,1.26966666667,0.26615162752365107,0.27198976582905504,0.547291591777
PB2015.5489.1,1.625,0.3756346863468118,0.3477873299265136,0.506551271196
PB2015.13955.2,2.218,0.26075456389447665,0.3666447192767181,0.667771604126
PB2015.10082.5,1.26833333333,0.26543428100536287,0.2712680794684755,0.547299464985
PB2015.5489.2,1.788,0.4137589175891062,0.38262221341341235,0.50609681116
PB2015.5737.1,1.52633333333,0.3123691026826987,0.31707541653527727,0.547013033
PB2015.2116.1,1.56666666667,0.26876957494416104,0.3565174705188757,0.65294494231
PB2015.1102.6,1.851,0.28842450142452736,0.31098667092177834,0.565126962042
PB2015.1102.3,1.85733333333,0.2888077682686366,0.3118742690756086,0.565686995114
PB2015.1102.2,1.86766666667,0.2912385341233178,0.31406822143787533,0.565188101379
PB2015.1450.1,1.97166666667,0.24312868480726668,0.3149257832178514,0.638764940805
PB2015.7597.4,5.46033333333,0.14797162208501854,0.44535553319718935,0.899089632683
PB2015.10822.1,1.39566666667,0.3550830502076492,0.3061369859757305,0.473709744695
PB2015.4523.3,1.491,0.3055621212121304,0.3189872273172238,0.55366722398
PB2015.6516.1,1.737,0.30608352668209743,0.3917998239815275,0.642724479919
PB2015.6516.2,1.735,0.3026798143850388,0.3908741818275032,0.645250493521
PB2015.14781.3,1.78933333333,0.2623240201785251,0.315415666175888,0.613262157852
PB2015.14781.2,2.24133333333,0.33223591549293513,0.39760840626812866,0.610695538031
PB2015.14781.1,2.24366666667,0.33228873239437595,0.398262396487929,0.611329062527
PB2015.4291.1,1.92,0.24036469221836063,0.35336696499150455,0.697831082259
PB2015.14167.5,1.87533333333,0.26184358523724854,0.345158888076666,0.652970959829
PB2015.4600.1,2.42833333333,0.32604789644010995,0.4390750062759497,0.657163285589
PB2015.10375.8,1.76366666667,0.43809897610918397,0.402789086054928,0.507489155669
PB2015.15513.4,2.63433333333,0.22990406162459676,0.3485820730007123,0.700932673434
PB2015.8141.7,2.02033333333,0.4676313559322531,0.41555089609650475,0.489920841192
PB2015.15513.1,2.72933333333,0.2396451914098619,0.36213207135655023,0.699778962664
PB2015.934.11,1.59033333333,0.30351644625298874,0.3108615852959983,0.548227528844
PB2015.9531.1,3.00366666667,0.26936515513120696,0.46120343289970106,0.753341935149
PB2015.11799.1,4.66666666667,0.18986438258374733,0.7551060580222964,0.943085765806
PB2015.16431.1,2.746,0.46757699805056135,0.5547098648794526,0.612064965729
PB2015.505.1,2.125,0.19713432835818154,0.27981144717319095,0.680237651838
PB2015.1539.1,2.54266666667,0.3476943062465765,0.4337179217494059,0.63196695536
PB2015.13707.1,2.05,0.6580522875816865,0.4425967731288427,0.377152136157
PB2015.13707.2,1.861,0.6051601307189304,0.40385546534049444,0.374725768782
PB2015.13707.3,1.976,0.5662058823529542,0.43709869872528595,0.43013531029
PB2015.10507.1,1.36566666667,0.47419444444450115,0.3369700720766931,0.401627559843
PB2015.1093.1,1.76233333333,0.42465624999994667,0.32690372794616246,0.425605358398
PB2015.2901.2,3.191,0.17840960999785516,0.3316344555732935,0.76651752012
PB2015.8321.2,1.429,0.3275450388660058,0.2846678646470954,0.478885192099
PB2015.1093.7,1.69966666667,0.4042360742705486,0.3432659990390022,0.463004245502
PB2015.7587.5,2.132,0.1540766961652478,0.29500378481606504,0.781139111141
PB2015.7587.7,2.49833333333,0.18020130254591757,0.3467948579626082,0.783070634546
PB2015.12664.3,1.741,0.22329682217713437,0.29799350334129693,0.658887461622
PB2015.7587.2,2.04966666667,0.14992303137956128,0.28752100719811374,0.781971433514
PB2015.16651.1,2.28966666667,0.32967068273086814,0.41004407053527686,0.631129637197
PB2015.11943.7,1.66066666667,0.27309879725083286,0.3274944071971753,0.618702955103
PB2015.556.3,6.19633333333,0.17949505440158312,0.5987518507902267,0.91916435541
PB2015.12664.9,1.779,0.24115659243549734,0.3125609232261344,0.648735790776
PB2015.556.1,5.90866666667,0.1588343166174779,0.5212993868403367,0.914213376941
PB2015.14588.5,2.65833333333,0.1320787576261941,0.29184244333252674,0.82178251934
PB2015.14588.7,2.72566666667,0.14188814691149393,0.307925064284722,0.81568972896
PB2015.14588.1,2.79533333333,0.14488721804514787,0.31276862227613567,0.814493433736
PB2015.14588.3,2.73166666667,0.140672231496953,0.3035076754824405,0.81478721584
PB2015.12268.15,1.70066666667,0.3951307471264953,0.3257257659012261,0.45662159407
PB2015.10581.1,1.45266666667,0.3712694610778114,0.31487556378798076,0.470357855303
PB2015.14588.9,2.58933333333,0.1314746800222454,0.28230021154882157,0.813899520307
PB2015.12372.1,2.53066666667,0.3048249063671685,0.5384505933136969,0.777182218591
PB2015.10581.2,1.53766666667,0.3850600938966966,0.324237577101045,0.466201390361
PB2015.13411.2,2.368,0.17373713646533223,0.35333155716976306,0.804245863805
