transcript,control_tpUTR_max,control_tpUTR_average,control_tpUTR_std,control_tpUTR_gini
PB2015.2232.1,NA,NA,NA,NA
PB2015.15641.10,NA,NA,NA,NA
PB2015.4419.3,3.56,0.1868419540229483,0.5464034943714456,0.892756383864
PB2015.4419.2,3.465,0.18113047619054287,0.5319034126947747,0.893561344511
PB2015.13557.12,1.53233333333,0.38255613577021336,0.3342706260388945,0.481248011327
PB2015.14055.1,0.993333333333,0.04744555278471945,0.12594528531721855,0.878359971962
PB2015.2370.1,0.36,0.013846153846153845,0.06923076923076922,0.961538461538
PB2015.10871.1,NA,NA,NA,NA
PB2015.10871.2,NA,NA,NA,NA
PB2015.9148.5,0.462,0.032647398843919075,0.0948852378586461,0.899947873171
PB2015.9148.4,0.489,0.035850574712643676,0.1015049245245591,0.895223196353
PB2015.9148.7,0.734666666667,0.05301734104043351,0.153985220061127,0.899330037721
PB2015.12131.1,0.469,0.005505843852263674,0.038784621296674655,0.980859475901
PB2015.8184.3,NA,NA,NA,NA
PB2015.11184.2,2.34533333333,0.23072517006798773,0.4231825932558496,0.779547285677
PB2015.11251.4,NA,NA,NA,NA
PB2015.7193.18,1.56866666667,0.4426051103368315,0.40709687893613455,0.509164267863
PB2015.13568.13,NA,NA,NA,NA
PB2015.13568.11,NA,NA,NA,NA
PB2015.13568.10,NA,NA,NA,NA
PB2015.13568.14,NA,NA,NA,NA
PB2015.2442.3,1.557,0.47558333333329145,0.458489929308913,0.533091914413
PB2015.16169.1,1.58366666667,0.3743201970443055,0.342496991532702,0.499426885374
PB2015.13568.19,NA,NA,NA,NA
PB2015.2442.6,1.62733333333,0.39239949109406247,0.42054138825608944,0.570675619025
PB2015.2442.4,1.51633333333,0.46068333333323547,0.44018330114972115,0.52954945778
PB2015.3542.5,1.363,0.20259299781177323,0.2827455681850121,0.672706685799
PB2015.3542.4,1.39833333333,0.2083595915389765,0.29048980458097196,0.671980162375
PB2015.3542.7,1.34566666667,0.2233398950131433,0.3238992550600072,0.691982462808
PB2015.3542.6,1.377,0.20406404657929114,0.28500303934109633,0.672230361057
PB2015.3542.3,1.343,0.20012253829313842,0.2790657132596737,0.672120904301
PB2015.8.1,1.414,0.19989151873763356,0.24960606319841447,0.609481409948
PB2015.3542.9,1.28533333333,0.21078919631089882,0.30750857025328365,0.695146506737
PB2015.11644.1,1.35866666667,0.1047203703704037,0.22964328438349235,0.83918501577
PB2015.13243.3,1.195,0.18188349514560193,0.2543895911716717,0.691622762967
PB2015.11644.3,1.08033333333,0.28937634408596774,0.2967326100675952,0.555972152967
PB2015.3897.2,1.33033333333,0.16758057395145035,0.24211181340280988,0.692659256108
PB2015.3897.3,1.321,0.1739001663893827,0.24213150127589247,0.677170440885
PB2015.3897.1,1.344,0.1795125743027429,0.23796127530194158,0.656439687257
PB2015.3897.4,1.32,0.16672287145244466,0.2352921547040788,0.678662353819
PB2015.5677.1,1.085,0.2859036144578542,0.28794916501620826,0.528100772242
PB2015.5677.2,1.099,0.28789558232933976,0.29001186296986947,0.528061300807
PB2015.5677.3,1.10166666667,0.28861181434608485,0.2886042527629661,0.522150557056
PB2015.5677.6,1.12433333333,0.29597863247869616,0.295807621802003,0.52286919297
PB2015.311.6,1.559,0.18813220338979997,0.2824695217775247,0.709596864523
PB2015.7497.2,1.43933333333,0.5775128205128833,0.49976061133227845,0.484392023197
PB2015.7497.1,1.482,0.5447111111109333,0.5066779949997847,0.516106396867
PB2015.7497.6,1.484,0.5535172413789552,0.5261142132759908,0.526710604329
PB2015.7497.7,1.40933333333,0.5237816091950379,0.5064728098270745,0.535317037217
PB2015.7497.4,1.45333333333,0.5328222222218867,0.5007687182075472,0.520960364794
PB2015.7497.5,1.461,0.27525333333318136,0.3974822571018085,0.682644190402
PB2015.635.1,0.792333333333,0.044049926578559474,0.13627788780858335,0.915163800935
PB2015.1856.1,0.247666666667,0.013184397163095744,0.04275886583634662,0.918664804917
PB2015.13770.20,1.633,0.11489028776978596,0.22153533404458922,0.792968865409
PB2015.15096.2,0.871666666667,0.07422873082285063,0.15212878005272398,0.810974918511
PB2015.4786.2,5.28266666667,0.19858062283734257,0.5479416211615605,0.883705535961
PB2015.4786.3,5.10133333333,0.19178000460721495,0.529261362375702,0.883827367988
PB2015.8401.1,1.30933333333,0.2134128035319755,0.24186314676676685,0.588813758745
PB2015.11900.6,3.21966666667,0.11931851851853234,0.3125459644555964,0.873100034294
PB2015.3317.1,1.073,0.03274027603512384,0.11480306702471772,0.921296671619
PB2015.11900.2,3.13466666667,0.11674192921044242,0.30552926446043394,0.872943852787
PB2015.3481.2,0.973666666667,0.09950801282053846,0.16931469757864295,0.747701571092
PB2015.15855.1,3.056,0.08307274401474447,0.27016228369880035,0.905559275527
PB2015.10369.2,1.44966666667,0.24632608695651934,0.31416996812017284,0.639775296164
PB2015.12578.3,1.48766666667,0.09449273557494646,0.20821794176494818,0.832535125593
PB2015.15258.1,0.663333333333,0.10973888888886665,0.19738541065511023,0.785631718389
PB2015.7881.1,0.0903333333333,0.004516666666665,0.019687693561651443,0.95
PB2015.15067.1,1.51633333333,0.06016347614706199,0.1797166586542948,0.902685222744
PB2015.862.8,1.70966666667,0.25557928802582136,0.37928254806222206,0.688069392876
PB2015.12059.4,1.16933333333,0.2103843137254706,0.2864783216466633,0.670803143804
PB2015.862.4,1.71166666667,0.2676063492062946,0.3859885344705189,0.679082552638
PB2015.862.1,1.71266666667,0.2563527508090721,0.3800762820876105,0.687712458691
PB2015.14374.3,2.98,0.11404816017317045,0.3310871375729613,0.886824312354
PB2015.14374.2,2.92333333333,0.11312363834426306,0.3252796274297608,0.884135571784
PB2015.13571.3,0.170333333333,0.0077424242424090906,0.03548024515330078,0.954545454545
PB2015.13571.2,0.189666666667,0.00758666666668,0.037166924363895404,0.96
PB2015.13571.5,0.164333333333,0.007469696969681818,0.03423045178194919,0.954545454545
PB2015.13571.4,0.165,0.007857142857142858,0.03513821107499669,0.952380952381
PB2015.13571.6,0.175333333333,0.007969696969681818,0.03652173962942711,0.954545454545
PB2015.6745.2,0.605,0.038349494949496965,0.0924420889321753,0.861610946956
PB2015.8409.4,NA,NA,NA,NA
PB2015.8409.2,1.32066666667,0.03929347826088913,0.14343107926303708,0.934158357889
PB2015.13551.4,1.09166666667,0.4327113821137983,0.32949968134422086,0.435986006548
PB2015.7358.2,1.664,0.1897377722976211,0.30337923350597057,0.724450741896
PB2015.13551.2,1.06333333333,0.2912374100718959,0.308241673444574,0.576678363845
PB2015.6294.2,0.943666666667,0.17129381443300307,0.2217041906502635,0.655724879504
PB2015.7358.1,1.573,0.1785895214521188,0.28620617749154104,0.725616132228
PB2015.9903.1,0.862666666667,0.13686036036035132,0.19691556251101833,0.694336982541
PB2015.16625.2,2.087,0.08523622047251969,0.3425056892587943,0.946291574985
PB2015.4999.2,1.86033333333,0.26544630664178215,0.3176107031016624,0.606321836903
PB2015.4999.3,1.76433333333,0.25289863184078853,0.30181680021768525,0.60496551787
PB2015.4999.4,2.12166666667,0.3027926753568786,0.3623797040667177,0.606308640656
PB2015.11270.1,2.142,0.27460451977403266,0.3364733503285899,0.616401617583
PB2015.1346.4,1.719,0.04629315866083756,0.1514783367302836,0.913387135313
PB2015.11270.2,2.22133333333,0.2869447154471144,0.35232443963586,0.617463243805
PB2015.1346.1,1.38033333333,0.04993970420931741,0.15188535336285458,0.903117295755
PB2015.1346.2,1.539,0.04272377622376923,0.13854650369054886,0.912376052828
PB2015.16525.1,0.549,0.05729213483146629,0.13063866282719808,0.853681011111
PB2015.3495.7,1.465,0.27174875089221634,0.286627052141029,0.5627506071
PB2015.3495.1,1.431,0.2637271418286346,0.27827596817060524,0.562857279528
PB2015.15926.1,0.560666666667,0.061796874999968755,0.1396985670757021,0.851652707543
PB2015.5547.2,0.937666666667,0.20240367965362663,0.22475191813438838,0.585393615427
PB2015.7895.1,0.733333333333,0.09922404371582721,0.13696586363310903,0.676936833153
PB2015.14235.9,NA,NA,NA,NA
PB2015.14235.7,NA,NA,NA,NA
PB2015.14235.5,NA,NA,NA,NA
PB2015.14235.4,NA,NA,NA,NA
PB2015.14235.3,NA,NA,NA,NA
PB2015.14235.2,NA,NA,NA,NA
PB2015.13512.2,2.28066666667,0.0905010309278433,0.3004335756694822,0.916847569727
PB2015.16090.1,1.14166666667,0.26682407407426667,0.2692961503275887,0.517754758958
PB2015.5789.3,1.31233333333,0.2351961522375374,0.27642589005226287,0.609273514088
PB2015.15988.1,0.732666666667,0.07362343096232218,0.14170629682635072,0.802250606595
PB2015.11213.8,1.179,0.19534798534795603,0.25529892896554013,0.636640202101
PB2015.8520.1,NA,NA,NA,NA
PB2015.11705.2,0.672333333333,0.050101049868775595,0.11809288286777511,0.860380234709
PB2015.9070.1,0.485333333333,0.07773529411767646,0.1401625288940217,0.787062384545
PB2015.1030.1,1.35766666667,0.14621904761902857,0.2302419140100533,0.721444280519
PB2015.12266.1,1.76466666667,0.22824878048775932,0.32481663354159057,0.678182952632
PB2015.1030.3,1.42766666667,0.15349365079362062,0.2419403031269967,0.72177066941
PB2015.1030.5,1.366,0.1473846560846508,0.2320808615335242,0.721378132919
PB2015.1030.6,1.34666666667,0.14516349206354445,0.22845200926382278,0.721248570333
PB2015.6815.2,1.42966666667,0.2853204843093697,0.28255021471634295,0.531476166791
PB2015.2842.1,1.52,0.23445378151263457,0.2938492303536162,0.61407648364
PB2015.4296.2,1.43666666667,0.06106438396255137,0.17356626407583464,0.893557617525
PB2015.4296.3,1.44033333333,0.0615013192612278,0.17449901324140848,0.893177509232
PB2015.1020.2,1.44433333333,0.41665894465896414,0.3592273740219303,0.486721049054
PB2015.1020.3,1.44666666667,0.44024218750001953,0.37444946211549723,0.481309901702
PB2015.1020.1,1.49766666667,0.454712998713076,0.38409487054935026,0.47820994685
PB2015.1020.4,1.44533333333,0.4453173333332668,0.38065338180188635,0.483968022803
PB2015.7969.4,1.82833333333,0.18207452907455035,0.2507255355955773,0.667631137545
PB2015.7969.5,1.82066666667,0.18224302134647782,0.2500882505415109,0.666641463411
PB2015.7969.6,1.096,0.17455637254902795,0.24091307471215542,0.677202279134
PB2015.7969.7,1.23533333333,0.18498585858583821,0.22262784501434885,0.600478663977
PB2015.7969.1,1.834,0.18122195121945367,0.24962085245191698,0.667433586719
PB2015.7962.12,1.499,0.1507272147864736,0.23285817217803942,0.698033783345
PB2015.7962.11,1.48933333333,0.1493956743002233,0.23120651835292286,0.698715568001
PB2015.7969.8,1.207,0.18889494949497332,0.22690775890641915,0.598978285902
PB2015.7962.16,1.48166666667,0.14806222222222992,0.22960998342443253,0.699382948232
PB2015.6024.1,1.36,0.08239614740369874,0.17570777152788072,0.809645880371
PB2015.7962.14,1.487,0.14885404716373693,0.2311851274334884,0.700569284582
PB2015.6860.1,NA,NA,NA,NA
PB2015.4503.3,2.169,0.14446902654866564,0.3233282251940261,0.826954936071
PB2015.16834.3,0.945333333333,0.13382945736427906,0.21547270757812917,0.728619307283
PB2015.16834.1,0.961333333333,0.13753787878779547,0.21443245759025897,0.709139731104
PB2015.1698.1,0.218666666667,0.006431372549029412,0.036945422511124426,0.970588235294
PB2015.14192.5,0.983333333333,0.2152345679012469,0.22447353707327586,0.551727833272
PB2015.13309.16,1.185,0.2237500000000116,0.2686917817351044,0.622572318534
PB2015.315.10,NA,NA,NA,NA
PB2015.11719.1,1.68833333333,0.12138329430130913,0.2484982783225515,0.815142127089
PB2015.13309.18,1.21366666667,0.22951957295377226,0.2747087600343219,0.621146774323
PB2015.7791.2,1.47566666667,0.15639583333336668,0.3064853529238812,0.787804530586
PB2015.7791.1,1.46833333333,0.2030864197531043,0.33846896378424657,0.748480243161
PB2015.15384.1,0.843,0.016136054421765307,0.11204356980452233,0.980267233369
PB2015.12759.1,0.531333333333,0.008552429667524297,0.04737700780585788,0.968819470788
PB2015.13198.2,0.448333333333,0.013732394366204225,0.06391848828516569,0.959590706633
PB2015.13198.3,0.401333333333,0.012655011655,0.058864817049077776,0.959547728013
PB2015.13198.1,0.853333333333,0.031819999999987275,0.10553967956948798,0.920187937313
PB2015.15197.1,1.82133333333,0.33085282651087017,0.38107460327193793,0.598778649402
PB2015.8804.6,NA,NA,NA,NA
PB2015.9720.1,1.29233333333,0.33855737704922706,0.30257403749330447,0.490270461639
PB2015.7799.1,NA,NA,NA,NA
PB2015.394.2,0.907666666667,0.15924691358029633,0.21400822246026094,0.664121249709
PB2015.9055.1,1.28133333333,0.3784273504274128,0.2918753111154114,0.430893149138
PB2015.3410.1,1.67,0.05626340326341958,0.18079889074263034,0.913142220138
PB2015.7915.2,1.52566666667,0.23804166666663584,0.2891631292071951,0.600073763052
PB2015.13882.1,1.58333333333,0.15163093922646564,0.27335091948165136,0.775320979152
PB2015.394.6,0.898333333333,0.1555478260869652,0.210187789012229,0.668795856991
PB2015.7777.1,NA,NA,NA,NA
PB2015.7031.3,1.60033333333,0.23167488021903287,0.29170787885412847,0.636522377606
PB2015.14886.2,0.131333333333,0.005710144927521739,0.026782953758923783,0.95652173913
PB2015.14886.1,0.131,0.005458333333333333,0.026177247064748593,0.958333333333
PB2015.8489.2,1.28366666667,0.3555293427230036,0.30193150307737504,0.477547453742
PB2015.10248.9,1.727,0.39208126036482244,0.3348693386335221,0.476457228386
PB2015.8629.1,1.20266666667,0.16877294686002897,0.28885301798560203,0.766995051822
PB2015.4673.1,1.06166666667,0.06697520661157232,0.13253752983263695,0.797173376614
PB2015.5505.1,0.240666666667,0.014435185185194445,0.05036642396717779,0.930849547431
PB2015.13610.1,0.476333333333,0.06729166666668751,0.13512645183720912,0.814676857585
PB2015.6446.2,1.395,0.40866296296282223,0.3644332874117456,0.490350344544
PB2015.6446.1,1.49333333333,0.43448594377497946,0.3895174830668539,0.494212775937
PB2015.2816.1,NA,NA,NA,NA
PB2015.12048.3,NA,NA,NA,NA
PB2015.12190.1,0.782333333333,0.04047877522618372,0.12010821283351954,0.904514358956
PB2015.13670.1,1.49966666667,0.173006596818007,0.2611324146333873,0.708658476318
PB2015.7507.5,NA,NA,NA,NA
PB2015.7832.1,1.42333333333,0.2869561243144479,0.2712647241783894,0.511282080937
PB2015.281.2,2.15266666667,0.09533901515154546,0.2548864088318463,0.873559200439
PB2015.7832.4,1.46566666667,0.29213919413922074,0.2768560059386362,0.512221310689
PB2015.8998.1,3.887,0.09355330804889886,0.37925940123981106,0.945579447235
PB2015.7362.15,1.44333333333,0.3649259259259386,0.3360238223304043,0.507553616284
PB2015.2912.22,0.634,0.15719166666668,0.18794545437294474,0.619756931559
PB2015.2912.23,0.630333333333,0.1457166666667,0.17827700901803967,0.625506119181
PB2015.13657.6,NA,NA,NA,NA
PB2015.2327.11,1.208,0.13738746438748586,0.2466863623355671,0.769614846694
PB2015.695.1,4.609,0.09529365079369047,0.5621020412474937,0.974087536239
PB2015.5378.1,1.33166666667,0.04082073813708199,0.1330204827308394,0.916087243577
PB2015.11422.1,1.28933333333,0.07885893980233963,0.22002889390743727,0.892353237618
PB2015.301.1,0.816,0.08395109395110426,0.15278308525121254,0.780038911911
PB2015.12198.1,0.0,0.0,0.0,NA
PB2015.16443.1,1.67166666667,0.1883762200532573,0.24955632252743673,0.659158236929
PB2015.4628.1,0.776,0.08011111111110684,0.13838298631762944,0.761876645745
PB2015.3036.9,1.65633333333,0.2554377442769854,0.3007391831574067,0.603138998504
PB2015.10265.1,0.445333333333,0.013950450450445944,0.054493509612462854,0.929504577228
PB2015.1765.1,0.817333333333,0.023451949478308073,0.08783561053824468,0.935517126368
PB2015.1765.2,NA,NA,NA,NA
PB2015.8082.1,1.227,0.3126185696361075,0.27306104257428687,0.486380394221
PB2015.1765.6,NA,NA,NA,NA
PB2015.1765.8,NA,NA,NA,NA
PB2015.12176.1,4.66666666667,0.11580407701023784,0.45594330123495896,0.942034804845
PB2015.10082.2,1.13866666667,0.32070833333349996,0.32412558383659007,0.548113307133
PB2015.5489.1,1.646,0.33898170731709576,0.3088574588417632,0.491541347473
PB2015.13955.2,0.749333333333,0.07626086956517936,0.15534106799553737,0.821934439707
PB2015.10082.5,1.14133333333,0.35049549549537834,0.32855978034248406,0.517682365568
PB2015.5489.2,1.80333333333,0.3714837398373171,0.33850075617434916,0.491577245559
PB2015.5737.1,1.53033333333,0.32777356788453527,0.337596025418612,0.550951141908
PB2015.2116.1,NA,NA,NA,NA
PB2015.1102.6,1.645,0.2430658602149959,0.2800049434075922,0.596568390768
PB2015.1102.3,1.65733333333,0.24348994368461294,0.28097922375421075,0.597256892473
PB2015.1102.2,1.65233333333,0.24391428571435492,0.2811211718956352,0.596772253358
PB2015.1450.1,1.928,0.1895838264299864,0.3113713155381607,0.727525809199
PB2015.7597.4,0.554333333333,0.03708205128206154,0.1294612905320603,0.927629969256
PB2015.10822.1,NA,NA,NA,NA
PB2015.4523.3,1.15733333333,0.2872733812948655,0.26173550470515083,0.493511739405
PB2015.6516.1,1.63933333333,0.23798798076925953,0.31367816730528203,0.654889755672
PB2015.6516.2,1.66366666667,0.2166637298091505,0.30762830692889676,0.683677194155
PB2015.14781.3,0.698,0.061137014314930675,0.12585282480199284,0.813441607799
PB2015.14781.2,1.349,0.0371308527131786,0.11832109788928681,0.903325736567
PB2015.14781.1,1.35466666667,0.03725881261595547,0.11861454870658467,0.902889164448
PB2015.4291.1,1.64466666667,0.04425664621675563,0.14812434334108704,0.918627513559
PB2015.14167.5,1.18933333333,0.06175653594771078,0.16638696165400466,0.882380048196
PB2015.4600.1,0.438666666667,0.023582002129900956,0.06840227517169332,0.90193651185
PB2015.10375.8,1.60333333333,0.13095379537953183,0.25878553925498815,0.787074482291
PB2015.15513.4,0.767333333333,0.028752380952405707,0.09050859970919589,0.907901765012
PB2015.8141.7,NA,NA,NA,NA
PB2015.15513.1,0.775666666667,0.028725047080983047,0.09091284144649323,0.908629996285
PB2015.934.11,1.474,0.29716059027774505,0.2988685346514894,0.538001720993
PB2015.9531.1,0.964666666667,0.014957516339862746,0.0819568363941432,0.968501295274
PB2015.11799.1,4.815,0.14802035330246543,0.6324248587509407,0.949010264813
PB2015.16431.1,2.278,0.11170132013204002,0.28190397546753315,0.865230120388
PB2015.505.1,1.27466666667,0.22391258741257555,0.26960161501846974,0.612516262035
PB2015.1539.1,1.21133333333,0.03947964376588969,0.12739979102300153,0.916042191959
PB2015.13707.1,1.68333333333,0.6466327160491825,0.4365190989456084,0.386380334054
PB2015.13707.2,1.527,0.5905107033638487,0.39461817457898024,0.382416538002
PB2015.13707.3,1.65733333333,0.6159376693766269,0.4187819550013587,0.389160254079
PB2015.10507.1,1.20233333333,0.402859708193036,0.3147612367106074,0.437629899329
PB2015.1093.1,1.522,0.3149797619047337,0.29561253461606884,0.509761965054
PB2015.2901.2,1.87433333333,0.20256906077347156,0.31850151611031763,0.72388122112
PB2015.8321.2,0.996,0.11193236714977392,0.20762821023808462,0.766723586847
PB2015.1093.7,1.546,0.3152708333333508,0.2983764604743933,0.512807417092
PB2015.7587.5,1.95133333333,0.09735362997661359,0.23107194366209205,0.850871595873
PB2015.7587.7,0.986,0.12719191919187878,0.24512367565305238,0.801777703978
PB2015.12664.3,1.14333333333,0.124657097288689,0.23030392261486432,0.794428922637
PB2015.7587.2,1.87033333333,0.09496884735202803,0.22546913953363204,0.850947915246
PB2015.16651.1,2.00266666667,0.13597359242656099,0.2773883686437645,0.804475575103
PB2015.11943.7,0.796666666667,0.12623809523809526,0.191083049144792,0.696053600618
PB2015.556.3,0.6,0.02142857142857143,0.11134612334371351,0.964285714286
PB2015.12664.9,1.19333333333,0.1295534290270957,0.23944885644735736,0.794419060533
PB2015.556.1,0.458666666667,0.01433333333334375,0.07980462253395497,0.96875
PB2015.14588.5,1.31733333333,0.14362738496066565,0.2926303731788636,0.819981980486
PB2015.14588.7,1.369,0.14598993288587583,0.29503705749880116,0.815812243032
PB2015.14588.1,1.36766666667,0.14782392026579633,0.3002649974001747,0.817338018867
PB2015.14588.3,1.32666666667,0.1440992196209766,0.29278362936877306,0.817676939952
PB2015.12268.15,1.178,0.19583187134502153,0.2402486356214077,0.622484919306
PB2015.10581.1,0.835666666667,0.295083333333375,0.22689682452928733,0.429229815808
PB2015.14588.9,1.277,0.27735057471273555,0.36916608117264865,0.674390733621
PB2015.12372.1,5.72,0.10868444798298883,0.4534246999754564,0.943706448769
PB2015.10581.2,0.921333333333,0.3103086419753333,0.2603177533778442,0.464867493314
PB2015.13411.2,2.32866666667,0.35995666666669,0.5003112401409814,0.674073638494
PB2015.15903.1,1.017,0.07023547400613893,0.1520752154609694,0.825520448504
PB2015.1622.2,2.18133333333,0.39401880341876255,0.46597350375206725,0.617574049125
PB2015.12996.1,1.05133333333,0.07306642066418083,0.1932679590447656,0.884849765623
PB2015.1622.1,2.055,0.3655841750840909,0.43711374860770663,0.622067202414
PB2015.5195.3,NA,NA,NA,NA
PB2015.5195.2,NA,NA,NA,NA
PB2015.5195.1,NA,NA,NA,NA
PB2015.10168.3,NA,NA,NA,NA
PB2015.5195.5,NA,NA,NA,NA
PB2015.5511.2,1.385,0.33466435185189997,0.3222261721417734,0.518453849405
PB2015.14080.5,NA,NA,NA,NA
PB2015.10136.6,0.285666666667,0.018754716981132076,0.06591230915933088,0.927666628703
PB2015.14080.1,NA,NA,NA,NA
PB2015.10136.2,0.264333333333,0.018849056603773586,0.0660149454534264,0.925831491869
PB2015.10136.1,0.275,0.019076923076942306,0.06622606374189947,0.925248138958
PB2015.8315.1,NA,NA,NA,NA
PB2015.9944.5,0.667666666667,0.03402298850575,0.10200955672437749,0.904845042375
PB2015.13286.1,0.690333333333,0.10802499999997499,0.17756079377528167,0.751321067654
PB2015.2929.9,1.19766666667,0.2785593220339492,0.29016772499341537,0.550865848858
PB2015.13411.4,1.07833333333,0.03563926325245687,0.12220428792878243,0.926306656547
PB2015.10595.1,NA,NA,NA,NA
PB2015.2929.3,1.42533333333,0.1525641497852049,0.23086186666776407,0.697916040278
PB2015.15296.1,1.37466666667,0.10834814814821414,0.2409949201129582,0.833612343627
