transcript,hippuristanol_fpUTR_max,hippuristanol_fpUTR_average,hippuristanol_fpUTR_std,hippuristanol_fpUTR_gini
PB2015.13033.8,0.81,0.040793478260880436,0.12509531479457275,0.907502983121
PB2015.13033.6,2.52966666667,0.12189243027890719,0.3180053335203041,0.868862904323
PB2015.13033.7,2.55133333333,0.1250820895521429,0.32941511924941735,0.872099291146
PB2015.13033.4,2.62133333333,0.2348880778589392,0.4416647785433604,0.777520797729
PB2015.13033.3,2.66566666667,0.30957798165133943,0.5233591856374037,0.749220611244
PB2015.13033.1,0.622666666667,0.0529916666667,0.1302590471906677,0.865596005661
PB2015.529.1,NA,NA,NA,NA
PB2015.3004.8,0.899333333333,0.09777136752132051,0.2042886163074478,0.825551842145
PB2015.3004.9,0.826666666667,0.08283524904213793,0.18240480904884898,0.83760141206
PB2015.3004.6,1.08733333333,0.09655220125781132,0.20877316565205226,0.835627412138
PB2015.11525.1,NA,NA,NA,NA
PB2015.3004.4,1.81533333333,0.19606479481637581,0.3249449649753616,0.745879079591
PB2015.394.1,NA,NA,NA,NA
PB2015.3004.2,1.16366666667,0.10640102171136781,0.2261921562395399,0.83061208497
PB2015.3004.3,1.15433333333,0.10238785625775836,0.22019849181216694,0.833444678583
PB2015.3881.1,NA,NA,NA,NA
PB2015.13120.3,2.056,0.43492063492055955,0.5550482380940088,0.650090806396
PB2015.13120.1,1.36433333333,0.2088315412185408,0.2937444155339697,0.67353086212
PB2015.10375.2,1.014,0.16580128205128844,0.22932202435234592,0.683438415441
PB2015.10375.3,1.065,0.1718238993710566,0.24133984497080094,0.690274593221
PB2015.6229.10,1.62266666667,0.2148871162678453,0.2932515189662872,0.67702114666
PB2015.10375.5,1.01566666667,0.16308805031449058,0.22880309433853765,0.689385400879
PB2015.2037.2,0.776666666667,0.06940740740736508,0.17181177351479324,0.871399288993
PB2015.6042.1,0.723666666667,0.14013333333327999,0.2089229735784918,0.718515699334
PB2015.9898.1,NA,NA,NA,NA
PB2015.15928.1,0.781,0.04917283950614815,0.15605903626959586,0.910722422146
PB2015.12624.1,2.15966666667,0.3997289377288538,0.46104723632140965,0.588513570259
PB2015.13411.1,1.71466666667,0.2088032786885574,0.3663694492212641,0.772380582194
PB2015.13411.6,1.64533333333,0.2053025210083109,0.35439189244318764,0.766693186218
PB2015.1930.1,1.17833333333,0.16988622754488986,0.23785259856884575,0.676364517449
PB2015.1930.2,1.584,0.18513930348256713,0.2658436625155303,0.652650273476
PB2015.15928.6,1.384,0.12960582010579627,0.25245159628530456,0.792089282353
PB2015.13842.2,1.16066666667,0.06855637254904294,0.17199831401733082,0.865588992381
PB2015.13842.3,1.085,0.1354576271186661,0.21994882043205644,0.738187339882
PB2015.13842.1,1.41666666667,0.15766666666673335,0.2782948322828528,0.769678121521
PB2015.16480.1,0.269666666667,0.044422222222195,0.06891744569403271,0.728572619644
PB2015.13557.16,1.27133333333,0.15164383561641184,0.20795017791621048,0.639669723181
PB2015.9581.2,2.16566666667,0.1968924731182677,0.4604717028820282,0.849980885806
PB2015.2264.5,0.658666666667,0.08951041666671875,0.1488260772862132,0.741792010939
PB2015.14933.1,0.801,0.09098776758410092,0.15946157447537257,0.770652685706
PB2015.8427.2,1.68633333333,0.3435523809522657,0.379223910427738,0.568843337518
PB2015.6214.2,0.840666666667,0.14453225806453227,0.192368005854052,0.658861638186
PB2015.2232.1,NA,NA,NA,NA
PB2015.15641.10,0.992,0.14957692307693884,0.23844737378665773,0.737837160696
PB2015.4419.3,2.46366666667,0.10342363433667325,0.3018495390181028,0.896573643108
PB2015.4419.2,2.39733333333,0.10246536796536461,0.29215196217486933,0.891802440151
PB2015.13557.12,0.777666666667,0.06888316151203916,0.146513486403609,0.823792857822
PB2015.14055.1,1.19866666667,0.31565000000023496,0.3414195199624696,0.58220866994
PB2015.2370.1,1.67133333333,0.2568740740739118,0.41391791569385655,0.735154532813
PB2015.10871.1,1.58566666667,0.24055513784461127,0.28652428067735947,0.601418706197
PB2015.10871.2,1.394,0.045217726396923126,0.1487768653993994,0.905829214249
PB2015.9148.5,1.01133333333,0.12722727272724244,0.2297850419821456,0.780801344395
PB2015.9148.4,0.973666666667,0.06718367346939459,0.1847699502571738,0.892255808763
PB2015.9148.7,1.97,0.04551987767584633,0.17852930498308714,0.941517673554
PB2015.12131.1,2.35233333333,0.5092200435729544,0.5587469500545147,0.57110305317
PB2015.8184.3,2.36133333333,0.3771666666666154,0.5703032625308654,0.714240869396
PB2015.11184.2,1.391,0.1191687763713165,0.2602159650144777,0.836189722378
PB2015.11251.4,1.53733333333,0.27130833333326626,0.3854306061441944,0.689581733575
PB2015.7193.18,NA,NA,NA,NA
PB2015.13568.13,0.873,0.1663661616161591,0.19507061597943548,0.609161352908
PB2015.13568.11,0.870333333333,0.16835087719301806,0.19599118233188953,0.60712774612
PB2015.13568.10,0.938,0.1800247933883967,0.20054918247632603,0.591029297368
PB2015.13568.14,0.934,0.18484195402297676,0.2010694179760766,0.580417733224
PB2015.2442.3,0.531,0.0910107526881484,0.12882205458761467,0.689363680712
PB2015.16169.1,0.444,0.04823684210527105,0.09349093548003397,0.797499066816
PB2015.13568.19,1.09966666667,0.2784380952381714,0.29171142264996197,0.562234427223
PB2015.2442.6,0.574666666667,0.02527678571427678,0.08107961852685638,0.914802736708
PB2015.2442.4,0.520333333333,0.0948974358974346,0.12848099294825535,0.66800033255
PB2015.3542.5,0.898666666667,0.11238687392058032,0.18751838446924593,0.755567846091
PB2015.3542.4,0.918333333333,0.09878181818182181,0.17480015276536712,0.773786501124
PB2015.3542.7,0.836333333333,0.10484375000001919,0.17707866629879504,0.759711175826
PB2015.3542.6,0.823333333333,0.07997327044024527,0.1523771107375206,0.795507001976
PB2015.3542.3,0.801666666667,0.1041025641025923,0.17089029242386075,0.748727548314
PB2015.8.1,NA,NA,NA,NA
PB2015.3542.9,0.805333333333,0.1503989071038033,0.21121288063459767,0.693112109514
PB2015.11644.1,0.787333333333,0.14289999999995,0.22143384013184178,0.731933753207
PB2015.13243.3,NA,NA,NA,NA
PB2015.11644.3,1.53033333333,0.19121428571430066,0.28701225438679767,0.694059265917
PB2015.3897.2,1.00133333333,0.13277011494240346,0.23833578655469326,0.750715716507
PB2015.3897.3,0.990333333333,0.12691111111116665,0.23272528604652382,0.758524484912
PB2015.3897.1,0.902333333333,0.11615555555556667,0.2110915499709438,0.753848606594
PB2015.3897.4,0.950666666667,0.12124444444445666,0.22287559947091928,0.758791544477
PB2015.5677.1,0.573333333333,0.09799999999998638,0.1707434427212719,0.776058357227
PB2015.5677.2,NA,NA,NA,NA
PB2015.5677.3,NA,NA,NA,NA
PB2015.5677.6,0.277666666667,0.03046236559141613,0.06348164171281091,0.821561549936
PB2015.311.6,0.792666666667,0.1288533333333533,0.17845460873225757,0.686319846854
PB2015.7497.2,1.15166666667,0.18816363636369451,0.2587348072756647,0.678826529865
PB2015.7497.1,1.17733333333,0.24400732600728386,0.28713079804224795,0.617595152918
PB2015.7497.6,1.10533333333,0.1822529761904643,0.2550550136950625,0.673724481464
PB2015.7497.7,0.754333333333,0.09032098765424074,0.1537435597093202,0.739897839338
PB2015.7497.4,1.00266666667,0.26736324786326154,0.29745219724604083,0.597200483451
PB2015.7497.5,1.71833333333,0.20274829931983468,0.34358237800997876,0.735267694516
PB2015.635.1,0.804666666667,0.275,0.22898450214420724,0.462498909091
PB2015.1856.1,0.572333333333,0.049623655913935485,0.11358958197006548,0.828798098766
PB2015.13770.20,1.21833333333,0.22092307692296156,0.2853381830354927,0.635571789515
PB2015.15096.2,0.547666666667,0.06037837837838649,0.13332633229735602,0.846250010082
PB2015.4786.2,0.780333333333,0.02086604361370093,0.12299350217797561,0.972657481798
PB2015.4786.3,1.80133333333,0.09416374269006142,0.2810562236788315,0.901294815725
PB2015.8401.1,1.64133333333,0.21491935483873317,0.27567741926750855,0.63876836105
PB2015.11900.6,2.128,0.17679457364348836,0.36825357503530376,0.818373637871
PB2015.3317.1,2.51833333333,0.41524035087716643,0.5771433331735565,0.680472767388
PB2015.11900.2,2.06033333333,0.16936245954693205,0.34788932419899926,0.813868395798
PB2015.3481.2,0.367666666667,0.06605982905982051,0.11529607302364177,0.776535923644
PB2015.15855.1,2.13933333333,0.2525245098038687,0.4139843961810971,0.734011652802
PB2015.10369.2,1.35566666667,0.3201356589147178,0.3106206855296085,0.529063643416
PB2015.12578.3,NA,NA,NA,NA
PB2015.15258.1,1.127,0.09995744680852338,0.22199293555757016,0.835239984421
PB2015.7881.1,0.83,0.14506557377046395,0.21057179349897243,0.706353778977
PB2015.15067.1,0.902666666667,0.11428662420380255,0.19042697381068932,0.748955320061
PB2015.862.8,0.181333333333,0.005744292237438356,0.028390274266011945,0.963281573274
PB2015.12059.4,1.30433333333,0.12971692745377666,0.2104401575382381,0.737434092177
PB2015.862.4,0.990666666667,0.24471190476192572,0.24432267309533262,0.536302510379
PB2015.862.1,1.12833333333,0.14596064814815418,0.21569004787857712,0.68449865197
PB2015.14374.3,1.44266666667,0.15250957854397126,0.2921988788035055,0.801362677536
PB2015.14374.2,1.17733333333,0.12247163120565957,0.26943851261340834,0.843534131449
PB2015.13571.3,1.51366666667,0.13893502824865253,0.24117418847666314,0.751054691283
PB2015.13571.2,1.69866666667,0.0734590939824361,0.20161347251082726,0.881374756411
PB2015.13571.5,1.47466666667,0.2035975308642297,0.2790518192989253,0.659454467626
PB2015.13571.4,1.45833333333,0.20101157407411804,0.27230957049069937,0.654194944423
PB2015.13571.6,1.56766666667,0.10525323910487631,0.23215741689518793,0.832458376963
PB2015.6745.2,0.295,0.06032051282052116,0.09510769787253083,0.741101937383
PB2015.8409.4,1.18566666667,0.07380000000003846,0.20155918559869382,0.888028308291
PB2015.8409.2,1.604,0.09356521739128987,0.26445789234873596,0.894606148495
PB2015.13551.4,0.812333333333,0.1327056737589064,0.1859717361808358,0.672895721768
PB2015.7358.2,1.93,0.20882702702707942,0.3756488873895,0.773007812254
PB2015.13551.2,0.806666666667,0.10814367816089741,0.17318261696882367,0.726532592502
PB2015.6294.2,1.34566666667,0.2718911564626598,0.30843455509161,0.59263022663
PB2015.7358.1,1.819,0.34322222222211085,0.4018774036973172,0.604544011698
PB2015.9903.1,0.735,0.1308765432099333,0.17808201162788212,0.666715578894
PB2015.16625.2,4.544,0.36282203389826273,0.807233073992994,0.842927282898
PB2015.4999.2,1.01466666667,0.23828444444455996,0.2732745828100917,0.602087514455
PB2015.4999.3,1.73166666667,0.35500628930807543,0.37401553791508424,0.550859470631
PB2015.4999.4,1.00633333333,0.05785490196077451,0.14918420524537895,0.875902054263
PB2015.11270.1,1.35166666667,0.17351243781103431,0.26503942776494493,0.698840069637
PB2015.1346.4,1.99133333333,0.3068380952379715,0.43594545946456115,0.692227503702
PB2015.11270.2,1.05333333333,0.0918219696969186,0.17821388628488322,0.797799839491
PB2015.1346.1,1.545,0.3208952380950857,0.3932076374736914,0.629461794809
PB2015.1346.2,2.79766666667,0.39450345781463897,0.534461191699672,0.669443984334
PB2015.16525.1,1.69133333333,0.3398497267759565,0.43428505219712094,0.649663953207
PB2015.3495.7,0.802,0.0813245149911799,0.15505120973801192,0.799713458862
PB2015.3495.1,0.288333333333,0.0559226190476125,0.08174864668240754,0.708756557439
PB2015.15926.1,1.63433333333,0.22715860215051611,0.3188571057349204,0.678536035942
PB2015.5547.2,0.327,0.05099186991865854,0.09009412385616106,0.778784532106
PB2015.7895.1,1.107,0.23565740740738517,0.29295665509775387,0.646618338507
PB2015.14235.9,1.597,0.23320138888884898,0.28995299139740627,0.627926692177
PB2015.14235.7,1.668,0.2021282051281903,0.2773380051103181,0.664646299131
PB2015.14235.5,1.66633333333,0.21834146341459656,0.27911162872384143,0.632062744756
PB2015.14235.4,1.653,0.2618010752687796,0.2998197873279305,0.592507197717
PB2015.14235.3,1.66,0.24992148148149018,0.29564527503345245,0.605646230948
PB2015.14235.2,1.61033333333,0.2521734417344195,0.31071869759085724,0.620768036335
PB2015.13512.2,1.449,0.14982564102556922,0.3353602278436195,0.849176425984
PB2015.16090.1,1.23266666667,0.2717863247865121,0.3227094561515403,0.619987243592
PB2015.5789.3,0.736,0.0868159722221979,0.1580513341786016,0.782705658654
PB2015.15988.1,NA,NA,NA,NA
PB2015.11213.8,1.575,0.2098202380952796,0.29323553129297186,0.665313825489
PB2015.8520.1,0.818666666667,0.08530000000000537,0.1563903228365809,0.77229432725
PB2015.11705.2,NA,NA,NA,NA
PB2015.9070.1,NA,NA,NA,NA
PB2015.1030.1,1.00566666667,0.13187542087546464,0.19620626693019502,0.708123954071
PB2015.12266.1,0.730666666667,0.07305,0.16343863187415697,0.839841432809
PB2015.1030.3,1.059,0.14094949494948486,0.20638675169789053,0.701016664181
PB2015.1030.5,1.45533333333,0.19997885572145896,0.2713397400457729,0.665511320951
PB2015.1030.6,1.44033333333,0.20679550102247957,0.29509816587925425,0.688405039626
PB2015.6815.2,NA,NA,NA,NA
PB2015.2842.1,1.40033333333,0.27899999999990327,0.3596035252057393,0.657651391111
PB2015.4296.2,1.164,0.11305220883532528,0.2362719514145426,0.82923323846
PB2015.4296.3,1.157,0.18640277777779168,0.28201948611370775,0.721906589176
PB2015.1020.2,NA,NA,NA,NA
PB2015.1020.3,0.707,0.11458974358974254,0.1872973521225989,0.755793706022
PB2015.1020.1,0.701,0.12131249999997587,0.19135958983422335,0.742807401683
PB2015.1020.4,0.600333333333,0.1157419354838963,0.1719197676853688,0.720472063389
PB2015.7969.4,0.957666666667,0.2035833333333932,0.2687394172217618,0.671490986221
PB2015.7969.5,1.27433333333,0.34009090909083317,0.3104973475676658,0.50321073607
PB2015.7969.6,1.163,0.19795652173915074,0.27201456289203163,0.678459779311
PB2015.7969.7,1.24,0.33273484848476365,0.30239430559841357,0.501341768589
PB2015.7969.1,1.27633333333,0.24694222222215065,0.2882628552184503,0.611797511489
PB2015.7962.12,1.55933333333,0.20469304556348922,0.2914038104742039,0.68821908627
PB2015.7962.11,1.41,0.2654361370715991,0.27861643188948326,0.556310646067
PB2015.7969.8,1.08633333333,0.22239766081864212,0.2646912537268398,0.617161889736
PB2015.7962.16,NA,NA,NA,NA
PB2015.6024.1,1.99133333333,0.2761372549019065,0.334308494135378,0.603821900156
PB2015.7962.14,0.784,0.12561773700302753,0.1932084951041287,0.731333166421
PB2015.6860.1,0.713666666667,0.0926583333333425,0.15465717441239563,0.749359204964
PB2015.4503.3,0.361,0.03307282913167226,0.0787496732424694,0.85999830609
PB2015.16834.3,1.22733333333,0.4148231292516735,0.35816466801193353,0.487866180763
PB2015.16834.1,1.469,0.3225801526716928,0.3642637969995161,0.599285143714
PB2015.1698.1,2.23966666667,0.2101971830987183,0.3801728236337235,0.73127570929
PB2015.14192.5,1.41766666667,0.15798125000005814,0.2347077386136712,0.689942190529
PB2015.13309.16,1.08266666667,0.3878064516128065,0.34042433750241075,0.490849213717
PB2015.315.10,1.593,0.16514783427499802,0.2484040403960735,0.705915029102
PB2015.11719.1,2.191,0.29047967479674797,0.4161388334674475,0.67866454197
PB2015.13309.18,1.03966666667,0.1317162162162919,0.18626507381982552,0.66522339514
PB2015.7791.2,0.416666666667,0.047666666666700004,0.0972019661438962,0.802519794255
PB2015.7791.1,0.430666666667,0.047840579710147824,0.09881480602381872,0.806448638752
PB2015.15384.1,1.80033333333,0.16712714776638143,0.40865203901129754,0.870769632547
PB2015.12759.1,1.27333333333,0.25540350877184126,0.35050986386383864,0.678585115075
PB2015.13198.2,1.87433333333,0.06372811918068716,0.23806232448482575,0.935101697134
PB2015.13198.3,1.793,0.33749425287368967,0.5093232804321967,0.722432700958
PB2015.13198.1,2.13566666667,0.4147023809525357,0.6096252969596739,0.712269064365
PB2015.15197.1,0.911333333333,0.0780934033858669,0.1488356046083571,0.79554284997
PB2015.8804.6,1.50833333333,0.4541891891890541,0.4100938993074377,0.493479257299
PB2015.9720.1,0.535,0.0388533333333392,0.11183653070445324,0.89857240906
PB2015.7799.1,NA,NA,NA,NA
PB2015.394.2,NA,NA,NA,NA
PB2015.9055.1,0.566666666667,0.059550000000000006,0.13185232796163623,0.820389028827
PB2015.3410.1,NA,NA,NA,NA
PB2015.7915.2,1.32566666667,0.06686666666671232,0.18019648155816662,0.83642563434
PB2015.13882.1,1.486,0.29465757575762364,0.36153023109868637,0.627080881109
PB2015.394.6,NA,NA,NA,NA
PB2015.7777.1,NA,NA,NA,NA
PB2015.7031.3,NA,NA,NA,NA
PB2015.14886.2,1.613,0.10096092796091026,0.1878258414141295,0.77872865461
PB2015.14886.1,1.61466666667,0.1068708487085129,0.19091415495524527,0.765401336425
PB2015.8489.2,1.317,0.15074796747962282,0.22572480603693099,0.675320571564
PB2015.10248.9,NA,NA,NA,NA
PB2015.8629.1,0.996666666667,0.03288827838829671,0.1333529714360427,0.943875387296
PB2015.4673.1,1.42933333333,0.2768142857142358,0.32338524686686876,0.606776566229
PB2015.5505.1,1.457,0.223033333333314,0.30027580100077983,0.660252279181
PB2015.13610.1,0.823,0.050768115941999994,0.17162222401446245,0.918020578635
PB2015.6446.2,1.40633333333,0.4167642276423505,0.38486525459528054,0.49335456017
PB2015.6446.1,1.33166666667,0.23551560549313297,0.29995362255259034,0.647103528884
PB2015.2816.1,1.113,0.18925396825400004,0.27809904415022807,0.686691987875
PB2015.12048.3,0.709333333333,0.05969425287353793,0.13909098708133513,0.858628790122
PB2015.12190.1,0.924333333333,0.274746031746,0.3215126599786397,0.623050491212
PB2015.13670.1,1.82966666667,0.25496717171724015,0.3097426292862829,0.605094268725
PB2015.7507.5,NA,NA,NA,NA
PB2015.7832.1,1.052,0.16662962962966665,0.24596736180377834,0.700106196439
PB2015.281.2,0.881666666667,0.11439393939392045,0.22618876505700036,0.816347832631
PB2015.7832.4,1.08033333333,0.041610169491491523,0.14250723247943978,0.919390843085
PB2015.8998.1,2.33333333333,0.14256570512807692,0.4102159022934841,0.900639854716
PB2015.7362.15,1.28833333333,0.3679933333333009,0.28396655116000186,0.423842460914
PB2015.2912.22,1.14133333333,0.5573870967737645,0.3231123188395097,0.332223775893
PB2015.2912.23,NA,NA,NA,NA
PB2015.13657.6,NA,NA,NA,NA
PB2015.2327.11,1.26833333333,0.13037012012013535,0.22579319069235804,0.750622578433
PB2015.695.1,4.59366666667,0.6392560975609743,1.1454093554690439,0.78614337537
PB2015.5378.1,1.34566666667,0.21626870748306024,0.27329289836236076,0.638705410604
PB2015.11422.1,1.90733333333,0.11545238095242091,0.2983632875549981,0.871830107437
PB2015.301.1,0.311333333333,0.05271794871796704,0.08945160454540162,0.764359320502
PB2015.12198.1,0.859333333333,0.07558045977013794,0.16703497878964668,0.841177673653
PB2015.16443.1,1.08733333333,0.3880296296295777,0.30309763591929356,0.438145659404
PB2015.4628.1,NA,NA,NA,NA
PB2015.3036.9,1.411,0.19937681159420248,0.3091298572462377,0.73476585833
PB2015.10265.1,NA,NA,NA,NA
PB2015.1765.1,1.914,0.23829206349201904,0.33504613184760823,0.677088019935
PB2015.1765.2,1.81466666667,0.09530033003299504,0.19786119027229765,0.779426952253
PB2015.8082.1,0.272333333333,0.033348148148127,0.07089870902217064,0.837358704773
PB2015.1765.6,1.74766666667,0.25772916666663753,0.3264534001702086,0.63251940021
PB2015.1765.8,1.80766666667,0.0670416666666534,0.19065331136015953,0.858182473072
PB2015.12176.1,7.0,1.0855019157089656,1.8763814765124984,0.772831619882
PB2015.10082.2,1.23833333333,0.23705208333314687,0.3150216494913394,0.669311228413
PB2015.5489.1,0.486,0.05891358024690185,0.10138002873887848,0.762010648536
PB2015.13955.2,NA,NA,NA,NA
PB2015.10082.5,1.47666666667,0.22153333333336597,0.34941628150077064,0.734683117665
PB2015.5489.2,0.534333333333,0.013496653279781926,0.05785551956840856,0.951547511211
PB2015.5737.1,1.141,0.13762295081961803,0.24895693130416238,0.767550291775
PB2015.2116.1,1.29966666667,0.20732558139541862,0.28753264268931233,0.674624685336
PB2015.1102.6,1.95333333333,0.2671817018553906,0.33196413008290965,0.624333360964
PB2015.1102.3,1.961,0.25870870206490704,0.34272103154041245,0.653272907727
PB2015.1102.2,1.97166666667,0.2551493656285661,0.32315019217359525,0.628525202499
PB2015.1450.1,0.838333333333,0.13490000000000776,0.20736633326758058,0.728983517741
PB2015.7597.4,1.769,0.20988571428560002,0.440252661532088,0.819563610906
PB2015.10822.1,0.122333333333,0.006238095238082143,0.02407426623558268,0.941248636859
PB2015.4523.3,NA,NA,NA,NA
PB2015.6516.1,1.75166666667,0.15024869791662343,0.24040118423568466,0.702722394673
PB2015.6516.2,1.74633333333,0.14982682291663046,0.2397967544913299,0.702801648985
PB2015.14781.3,NA,NA,NA,NA
PB2015.14781.2,NA,NA,NA,NA
PB2015.14781.1,NA,NA,NA,NA
PB2015.4291.1,1.55833333333,0.49882857142837134,0.4268970387845287,0.477066542293
PB2015.14167.5,1.32033333333,0.2058226299693028,0.2818418146744049,0.663184542926
PB2015.4600.1,1.69833333333,0.3341049382714556,0.4317168893230815,0.648646309127
PB2015.10375.8,1.02966666667,0.16254088050320756,0.23139946335559455,0.695081957638
PB2015.15513.4,1.21066666667,0.15868175582983537,0.2407389102513522,0.712061121885
PB2015.8141.7,1.105,0.14180745814304566,0.22020821108786737,0.721211318104
PB2015.15513.1,1.158,0.13248112189858674,0.23379332241279244,0.765803676529
PB2015.934.11,0.527,0.08439639639642434,0.12554514969383307,0.711952131465
PB2015.9531.1,0.789,0.07790796019896269,0.1682529160741653,0.835776813751
PB2015.11799.1,2.33333333333,0.2631578947364662,0.7380941743134237,0.887218045113
PB2015.16431.1,1.38166666667,0.2725813953489302,0.3352398122942491,0.630972434688
PB2015.505.1,0.482333333333,0.04378461538458462,0.09821736631242727,0.841861722255
PB2015.1539.1,1.56266666667,0.2925072463770435,0.3725951147198188,0.638324547779
PB2015.13707.1,0.705,0.04481785554062131,0.10402744066617228,0.8482774601
PB2015.13707.2,0.638333333333,0.05195324833029818,0.10617561167301572,0.814651257104
PB2015.13707.3,0.675666666667,0.05612757973729386,0.11354155900120066,0.811511590385
PB2015.10507.1,1.08366666667,0.07055238095242343,0.17437007308762853,0.863396071172
PB2015.1093.1,0.871,0.1789090909090971,0.27872066465777123,0.739589107539
PB2015.2901.2,NA,NA,NA,NA
PB2015.8321.2,1.315,0.2693643410852395,0.32860346825396347,0.631864708292
PB2015.1093.7,0.85,0.21629166666662503,0.29673544088122944,0.68948962146
PB2015.7587.5,2.52233333333,0.24401169590647018,0.42228992515792796,0.751594244416
PB2015.7587.7,2.98,0.2782881355932898,0.47855040498414775,0.750287578501
PB2015.12664.3,1.84566666667,0.36752298850561205,0.43301712871731957,0.614187976302
PB2015.7587.2,2.42933333333,0.29845736434107556,0.42973142879632836,0.681705262261
PB2015.16651.1,1.93733333333,0.3358888888886489,0.38955954131917037,0.590927878751
PB2015.11943.7,1.10366666667,0.23244949494948483,0.2816594912268037,0.629108356789
PB2015.556.3,2.73066666667,0.2256850393702362,0.5373089931952487,0.862138883257
PB2015.12664.9,1.17233333333,0.12303722504231981,0.21987757135826427,0.773384303017
PB2015.556.1,2.02933333333,0.16630069930055943,0.39744908107885923,0.86318130799
PB2015.14588.5,0.984,0.11839534883723256,0.22384903153451016,0.793819157991
PB2015.14588.7,1.08566666667,0.14243484848482726,0.23830465879157922,0.752496235774
PB2015.14588.1,1.05366666667,0.04768123861569399,0.14905788871993939,0.908539094199
PB2015.14588.3,1.017,0.05750609756100001,0.16314689655160125,0.893588477026
PB2015.12268.15,1.47766666667,0.26393047034768524,0.3316022564992878,0.640278943311
PB2015.10581.1,0.749,0.17549333333333197,0.2138051474278941,0.626804437016
PB2015.14588.9,0.963,0.053949425287331036,0.15245791746996867,0.892291190352
PB2015.12372.1,0.386666666667,0.026666666666689657,0.09797958971141159,0.931034482759
PB2015.10581.2,0.763666666667,0.17587654320992588,0.21118164802403838,0.616791718013
PB2015.13411.2,1.72333333333,0.15157103825136067,0.29458077241135344,0.802485620543
PB2015.15903.1,0.483333333333,0.10104975124379104,0.14754243568367192,0.712692262189
PB2015.1622.2,NA,NA,NA,NA
PB2015.12996.1,NA,NA,NA,NA
PB2015.1622.1,NA,NA,NA,NA
PB2015.5195.3,1.46,0.15981481481479853,0.2599058553966506,0.73391652987
PB2015.5195.2,1.539,0.21909250398723779,0.27546424195074326,0.627666655788
PB2015.5195.1,1.442,0.20879146919430333,0.26181152390691537,0.628307750455
PB2015.10168.3,1.355,0.4049871794872192,0.48035877333272864,0.624159578432
PB2015.5195.5,1.42133333333,0.2622517006802245,0.2873753779440661,0.572273992734
PB2015.5511.2,0.857333333333,0.24141333333330003,0.25607532364088753,0.565099966862
PB2015.14080.5,0.601,0.020370577281195533,0.07429707746791331,0.932409844128
PB2015.10136.6,0.641,0.018502109704658227,0.08439310724048815,0.954872046534
PB2015.14080.1,1.35433333333,0.15058924731173548,0.2875401641118344,0.788462573201
PB2015.10136.2,2.07666666667,0.266514619883093,0.4337998886050486,0.724127869153
PB2015.10136.1,1.176,0.17908641975298756,0.287816257867447,0.74196884048
PB2015.8315.1,0.976666666667,0.17358422939070214,0.23299061187785552,0.661676424681
PB2015.9944.5,2.14633333333,0.21115625000001045,0.3843271566222607,0.776380221608
PB2015.13286.1,NA,NA,NA,NA
